+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| url     | Number | Number_ | Start_o | End_of_ | Image   | Image_a | Image_l | Name    | Name_li |
|         |        |         |         |         | _Color_ |         |         |         |         |
|         |        |         |         |         | Portrai |         |         |         |         |
|         |        |         |         |         | t.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 33     | https:/ | April   | January | https:/ | Truman  | https:/ | Harry   | https:/ |
| /en.wik |        | /en.wik | 12,     | 20,     | /upload | 58-766- | /en.wik | S.      | /en.wik |
| ipedia. |        | ipedia. | 1945    | 1953    | .wikime | 09.jpg  | ipedia. | Truman  | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Harry |
| of_Pres |        | dency_o |         |         | dia/com |         | Truman_ |         | _S._Tru |
| idents_ |        | f_Harry |         |         | mons/th |         | 58-766- |         | man     |
| of_the_ |        | _S._Tru |         |         | umb/1/1 |         | 09.jpg  |         |         |
| United_ |        | man     |         |         | e/Truma |         |         |         |         |
| States  |        |         |         |         | n_58-76 |         |         |         |         |
|         |        |         |         |         | 6-09.jp |         |         |         |         |
|         |        |         |         |         | g/165px |         |         |         |         |
|         |        |         |         |         | -Truman |         |         |         |         |
|         |        |         |         |         | _58-766 |         |         |         |         |
|         |        |         |         |         | -09.jpg |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 33     | https:/ | April   | January | https:/ | Truman  | https:/ | Harry   | https:/ |
| /en.wik |        | /en.wik | 12,     | 20,     | /upload | 58-766- | /en.wik | S.      | /en.wik |
| ipedia. |        | ipedia. | 1945    | 1953    | .wikime | 09.jpg  | ipedia. | Truman  | ipedia. |
| org/wik |        | org/wik |         |         | dia.org |         | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Harry |
| of_Pres |        | dency_o |         |         | dia/com |         | Truman_ |         | _S._Tru |
| idents_ |        | f_Harry |         |         | mons/th |         | 58-766- |         | man     |
| of_the_ |        | _S._Tru |         |         | umb/1/1 |         | 09.jpg  |         |         |
| United_ |        | man     |         |         | e/Truma |         |         |         |         |
| States  |        |         |         |         | n_58-76 |         |         |         |         |
|         |        |         |         |         | 6-09.jp |         |         |         |         |
|         |        |         |         |         | g/165px |         |         |         |         |
|         |        |         |         |         | -Truman |         |         |         |         |
|         |        |         |         |         | _58-766 |         |         |         |         |
|         |        |         |         |         | -09.jpg |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 34     | https:/ | January | January | https:/ | Preside | https:/ | Dwight  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | nt Eise | /en.wik | D. Eise | /en.wik |
| ipedia. |        | ipedia. | 1953    | 1961    | .wikime | nhower  | ipedia. | nhower  | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Portrai | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | t 1959. | i/File: |         | i/Dwigh |
| of_Pres |        | dency_o |         |         | dia/com | tif     | Preside |         | t_D._Ei |
| idents_ |        | f_Dwigh |         |         | mons/th |         | nt_Eise |         | senhowe |
| of_the_ |        | t_D._Ei |         |         | umb/5/5 |         | nhower_ |         | r       |
| United_ |        | senhowe |         |         | 2/Presi |         | Portrai |         |         |
| States  |        | r       |         |         | dent_Ei |         | t_1959. |         |         |
|         |        |         |         |         | senhowe |         | tif     |         |         |
|         |        |         |         |         | r_Portr |         |         |         |         |
|         |        |         |         |         | ait_195 |         |         |         |         |
|         |        |         |         |         | 9.tif/l |         |         |         |         |
|         |        |         |         |         | ossy-pa |         |         |         |         |
|         |        |         |         |         | ge1-165 |         |         |         |         |
|         |        |         |         |         | px-Pres |         |         |         |         |
|         |        |         |         |         | ident_E |         |         |         |         |
|         |        |         |         |         | isenhow |         |         |         |         |
|         |        |         |         |         | er_Port |         |         |         |         |
|         |        |         |         |         | rait_19 |         |         |         |         |
|         |        |         |         |         | 59.tif. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 34     | https:/ | January | January | https:/ | Preside | https:/ | Dwight  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | nt Eise | /en.wik | D. Eise | /en.wik |
| ipedia. |        | ipedia. | 1953    | 1961    | .wikime | nhower  | ipedia. | nhower  | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Portrai | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | t 1959. | i/File: |         | i/Dwigh |
| of_Pres |        | dency_o |         |         | dia/com | tif     | Preside |         | t_D._Ei |
| idents_ |        | f_Dwigh |         |         | mons/th |         | nt_Eise |         | senhowe |
| of_the_ |        | t_D._Ei |         |         | umb/5/5 |         | nhower_ |         | r       |
| United_ |        | senhowe |         |         | 2/Presi |         | Portrai |         |         |
| States  |        | r       |         |         | dent_Ei |         | t_1959. |         |         |
|         |        |         |         |         | senhowe |         | tif     |         |         |
|         |        |         |         |         | r_Portr |         |         |         |         |
|         |        |         |         |         | ait_195 |         |         |         |         |
|         |        |         |         |         | 9.tif/l |         |         |         |         |
|         |        |         |         |         | ossy-pa |         |         |         |         |
|         |        |         |         |         | ge1-165 |         |         |         |         |
|         |        |         |         |         | px-Pres |         |         |         |         |
|         |        |         |         |         | ident_E |         |         |         |         |
|         |        |         |         |         | isenhow |         |         |         |         |
|         |        |         |         |         | er_Port |         |         |         |         |
|         |        |         |         |         | rait_19 |         |         |         |         |
|         |        |         |         |         | 59.tif. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 35     | https:/ | January | Novembe | https:/ | John F. | https:/ | John F. | https:/ |
| /en.wik |        | /en.wik | 20,     | r 22,   | /upload | Kennedy | /en.wik | Kennedy | /en.wik |
| ipedia. |        | ipedia. | 1961    | 1963    | .wikime | , White | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | House   | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | color   | i/File: |         | i/John_ |
| of_Pres |        | dency_o |         |         | dia/com | photo p | John_F. |         | F._Kenn |
| idents_ |        | f_John_ |         |         | mons/th | ortrait | _Kenned |         | edy     |
| of_the_ |        | F._Kenn |         |         | umb/c/c | .jpg    | y,_Whit |         |         |
| United_ |        | edy     |         |         | 3/John_ |         | e_House |         |         |
| States  |        |         |         |         | F._Kenn |         | _color_ |         |         |
|         |        |         |         |         | edy%2C_ |         | photo_p |         |         |
|         |        |         |         |         | White_H |         | ortrait |         |         |
|         |        |         |         |         | ouse_co |         | .jpg    |         |         |
|         |        |         |         |         | lor_pho |         |         |         |         |
|         |        |         |         |         | to_port |         |         |         |         |
|         |        |         |         |         | rait.jp |         |         |         |         |
|         |        |         |         |         | g/165px |         |         |         |         |
|         |        |         |         |         | -John_F |         |         |         |         |
|         |        |         |         |         | ._Kenne |         |         |         |         |
|         |        |         |         |         | dy%2C_W |         |         |         |         |
|         |        |         |         |         | hite_Ho |         |         |         |         |
|         |        |         |         |         | use_col |         |         |         |         |
|         |        |         |         |         | or_phot |         |         |         |         |
|         |        |         |         |         | o_portr |         |         |         |         |
|         |        |         |         |         | ait.jpg |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 36     | https:/ | Novembe | January | https:/ | 37      | https:/ | Lyndon  | https:/ |
| /en.wik |        | /en.wik | r 22,   | 20,     | /upload | Lyndon  | /en.wik | B.      | /en.wik |
| ipedia. |        | ipedia. | 1963    | 1969    | .wikime | Johnson | ipedia. | Johnson | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | 3x4.jpg | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Lyndo |
| of_Pres |        | dency_o |         |         | dia/com |         | 37_Lynd |         | n_B._Jo |
| idents_ |        | f_Lyndo |         |         | mons/th |         | on_John |         | hnson   |
| of_the_ |        | n_B._Jo |         |         | umb/c/c |         | son_3x4 |         |         |
| United_ |        | hnson   |         |         | 3/37_Ly |         | .jpg    |         |         |
| States  |        |         |         |         | ndon_Jo |         |         |         |         |
|         |        |         |         |         | hnson_3 |         |         |         |         |
|         |        |         |         |         | x4.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-3 |         |         |         |         |
|         |        |         |         |         | 7_Lyndo |         |         |         |         |
|         |        |         |         |         | n_Johns |         |         |         |         |
|         |        |         |         |         | on_3x4. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 36     | https:/ | Novembe | January | https:/ | 37      | https:/ | Lyndon  | https:/ |
| /en.wik |        | /en.wik | r 22,   | 20,     | /upload | Lyndon  | /en.wik | B.      | /en.wik |
| ipedia. |        | ipedia. | 1963    | 1969    | .wikime | Johnson | ipedia. | Johnson | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | 3x4.jpg | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Lyndo |
| of_Pres |        | dency_o |         |         | dia/com |         | 37_Lynd |         | n_B._Jo |
| idents_ |        | f_Lyndo |         |         | mons/th |         | on_John |         | hnson   |
| of_the_ |        | n_B._Jo |         |         | umb/c/c |         | son_3x4 |         |         |
| United_ |        | hnson   |         |         | 3/37_Ly |         | .jpg    |         |         |
| States  |        |         |         |         | ndon_Jo |         |         |         |         |
|         |        |         |         |         | hnson_3 |         |         |         |         |
|         |        |         |         |         | x4.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-3 |         |         |         |         |
|         |        |         |         |         | 7_Lyndo |         |         |         |         |
|         |        |         |         |         | n_Johns |         |         |         |         |
|         |        |         |         |         | on_3x4. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 37     | https:/ | January | August  | https:/ | Richard | https:/ | Richard | https:/ |
| /en.wik |        | /en.wik | 20,     | 9, 1974 | /upload | M.      | /en.wik | Nixon   | /en.wik |
| ipedia. |        | ipedia. | 1969    |         | .wikime | Nixon,  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ca.     | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | 1935 -  | i/File: |         | i/Richa |
| of_Pres |        | dency_o |         |         | dia/com | 1982 -  | Richard |         | rd_Nixo |
| idents_ |        | f_Richa |         |         | mons/th | NARA -  | _M._Nix |         | n       |
| of_the_ |        | rd_Nixo |         |         | umb/9/9 | 530679. | on,_ca. |         |         |
| United_ |        | n       |         |         | 8/Richa | tif     | _1935_- |         |         |
| States  |        |         |         |         | rd_M._N |         | _1982_- |         |         |
|         |        |         |         |         | ixon%2C |         | _NARA_- |         |         |
|         |        |         |         |         | _ca._19 |         | _530679 |         |         |
|         |        |         |         |         | 35_-_19 |         | .tif    |         |         |
|         |        |         |         |         | 82_-_NA |         |         |         |         |
|         |        |         |         |         | RA_-_53 |         |         |         |         |
|         |        |         |         |         | 0679.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-R |         |         |         |         |
|         |        |         |         |         | ichard_ |         |         |         |         |
|         |        |         |         |         | M._Nixo |         |         |         |         |
|         |        |         |         |         | n%2C_ca |         |         |         |         |
|         |        |         |         |         | ._1935_ |         |         |         |         |
|         |        |         |         |         | -_1982_ |         |         |         |         |
|         |        |         |         |         | -_NARA_ |         |         |         |         |
|         |        |         |         |         | -_53067 |         |         |         |         |
|         |        |         |         |         | 9.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 37     | https:/ | January | August  | https:/ | Richard | https:/ | Richard | https:/ |
| /en.wik |        | /en.wik | 20,     | 9, 1974 | /upload | M.      | /en.wik | Nixon   | /en.wik |
| ipedia. |        | ipedia. | 1969    |         | .wikime | Nixon,  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ca.     | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | 1935 -  | i/File: |         | i/Richa |
| of_Pres |        | dency_o |         |         | dia/com | 1982 -  | Richard |         | rd_Nixo |
| idents_ |        | f_Richa |         |         | mons/th | NARA -  | _M._Nix |         | n       |
| of_the_ |        | rd_Nixo |         |         | umb/9/9 | 530679. | on,_ca. |         |         |
| United_ |        | n       |         |         | 8/Richa | tif     | _1935_- |         |         |
| States  |        |         |         |         | rd_M._N |         | _1982_- |         |         |
|         |        |         |         |         | ixon%2C |         | _NARA_- |         |         |
|         |        |         |         |         | _ca._19 |         | _530679 |         |         |
|         |        |         |         |         | 35_-_19 |         | .tif    |         |         |
|         |        |         |         |         | 82_-_NA |         |         |         |         |
|         |        |         |         |         | RA_-_53 |         |         |         |         |
|         |        |         |         |         | 0679.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-R |         |         |         |         |
|         |        |         |         |         | ichard_ |         |         |         |         |
|         |        |         |         |         | M._Nixo |         |         |         |         |
|         |        |         |         |         | n%2C_ca |         |         |         |         |
|         |        |         |         |         | ._1935_ |         |         |         |         |
|         |        |         |         |         | -_1982_ |         |         |         |         |
|         |        |         |         |         | -_NARA_ |         |         |         |         |
|         |        |         |         |         | -_53067 |         |         |         |         |
|         |        |         |         |         | 9.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 37     | https:/ | January | August  | https:/ | Richard | https:/ | Richard | https:/ |
| /en.wik |        | /en.wik | 20,     | 9, 1974 | /upload | M.      | /en.wik | Nixon   | /en.wik |
| ipedia. |        | ipedia. | 1969    |         | .wikime | Nixon,  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ca.     | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | 1935 -  | i/File: |         | i/Richa |
| of_Pres |        | dency_o |         |         | dia/com | 1982 -  | Richard |         | rd_Nixo |
| idents_ |        | f_Richa |         |         | mons/th | NARA -  | _M._Nix |         | n       |
| of_the_ |        | rd_Nixo |         |         | umb/9/9 | 530679. | on,_ca. |         |         |
| United_ |        | n       |         |         | 8/Richa | tif     | _1935_- |         |         |
| States  |        |         |         |         | rd_M._N |         | _1982_- |         |         |
|         |        |         |         |         | ixon%2C |         | _NARA_- |         |         |
|         |        |         |         |         | _ca._19 |         | _530679 |         |         |
|         |        |         |         |         | 35_-_19 |         | .tif    |         |         |
|         |        |         |         |         | 82_-_NA |         |         |         |         |
|         |        |         |         |         | RA_-_53 |         |         |         |         |
|         |        |         |         |         | 0679.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-R |         |         |         |         |
|         |        |         |         |         | ichard_ |         |         |         |         |
|         |        |         |         |         | M._Nixo |         |         |         |         |
|         |        |         |         |         | n%2C_ca |         |         |         |         |
|         |        |         |         |         | ._1935_ |         |         |         |         |
|         |        |         |         |         | -_1982_ |         |         |         |         |
|         |        |         |         |         | -_NARA_ |         |         |         |         |
|         |        |         |         |         | -_53067 |         |         |         |         |
|         |        |         |         |         | 9.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 37     | https:/ | January | August  | https:/ | Richard | https:/ | Richard | https:/ |
| /en.wik |        | /en.wik | 20,     | 9, 1974 | /upload | M.      | /en.wik | Nixon   | /en.wik |
| ipedia. |        | ipedia. | 1969    |         | .wikime | Nixon,  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | ca.     | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | 1935 -  | i/File: |         | i/Richa |
| of_Pres |        | dency_o |         |         | dia/com | 1982 -  | Richard |         | rd_Nixo |
| idents_ |        | f_Richa |         |         | mons/th | NARA -  | _M._Nix |         | n       |
| of_the_ |        | rd_Nixo |         |         | umb/9/9 | 530679. | on,_ca. |         |         |
| United_ |        | n       |         |         | 8/Richa | tif     | _1935_- |         |         |
| States  |        |         |         |         | rd_M._N |         | _1982_- |         |         |
|         |        |         |         |         | ixon%2C |         | _NARA_- |         |         |
|         |        |         |         |         | _ca._19 |         | _530679 |         |         |
|         |        |         |         |         | 35_-_19 |         | .tif    |         |         |
|         |        |         |         |         | 82_-_NA |         |         |         |         |
|         |        |         |         |         | RA_-_53 |         |         |         |         |
|         |        |         |         |         | 0679.ti |         |         |         |         |
|         |        |         |         |         | f/lossy |         |         |         |         |
|         |        |         |         |         | -page1- |         |         |         |         |
|         |        |         |         |         | 165px-R |         |         |         |         |
|         |        |         |         |         | ichard_ |         |         |         |         |
|         |        |         |         |         | M._Nixo |         |         |         |         |
|         |        |         |         |         | n%2C_ca |         |         |         |         |
|         |        |         |         |         | ._1935_ |         |         |         |         |
|         |        |         |         |         | -_1982_ |         |         |         |         |
|         |        |         |         |         | -_NARA_ |         |         |         |         |
|         |        |         |         |         | -_53067 |         |         |         |         |
|         |        |         |         |         | 9.tif.j |         |         |         |         |
|         |        |         |         |         | pg      |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 38     | https:/ | August  | January | https:/ | Gerald  | https:/ | Gerald  | https:/ |
| /en.wik |        | /en.wik | 9, 1974 | 20,     | /upload | Ford -  | /en.wik | Ford    | /en.wik |
| ipedia. |        | ipedia. |         | 1977    | .wikime | NARA -  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | 530680. | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | tif     | i/File: |         | i/Geral |
| of_Pres |        | dency_o |         |         | dia/com |         | Gerald_ |         | d_Ford  |
| idents_ |        | f_Geral |         |         | mons/th |         | Ford_-_ |         |         |
| of_the_ |        | d_Ford  |         |         | umb/d/d |         | NARA_-_ |         |         |
| United_ |        |         |         |         | 0/Geral |         | 530680. |         |         |
| States  |        |         |         |         | d_Ford_ |         | tif     |         |         |
|         |        |         |         |         | -_NARA_ |         |         |         |         |
|         |        |         |         |         | -_53068 |         |         |         |         |
|         |        |         |         |         | 0.tif/l |         |         |         |         |
|         |        |         |         |         | ossy-pa |         |         |         |         |
|         |        |         |         |         | ge1-165 |         |         |         |         |
|         |        |         |         |         | px-Gera |         |         |         |         |
|         |        |         |         |         | ld_Ford |         |         |         |         |
|         |        |         |         |         | _-_NARA |         |         |         |         |
|         |        |         |         |         | _-_5306 |         |         |         |         |
|         |        |         |         |         | 80.tif. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 38     | https:/ | August  | January | https:/ | Gerald  | https:/ | Gerald  | https:/ |
| /en.wik |        | /en.wik | 9, 1974 | 20,     | /upload | Ford -  | /en.wik | Ford    | /en.wik |
| ipedia. |        | ipedia. |         | 1977    | .wikime | NARA -  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | 530680. | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | tif     | i/File: |         | i/Geral |
| of_Pres |        | dency_o |         |         | dia/com |         | Gerald_ |         | d_Ford  |
| idents_ |        | f_Geral |         |         | mons/th |         | Ford_-_ |         |         |
| of_the_ |        | d_Ford  |         |         | umb/d/d |         | NARA_-_ |         |         |
| United_ |        |         |         |         | 0/Geral |         | 530680. |         |         |
| States  |        |         |         |         | d_Ford_ |         | tif     |         |         |
|         |        |         |         |         | -_NARA_ |         |         |         |         |
|         |        |         |         |         | -_53068 |         |         |         |         |
|         |        |         |         |         | 0.tif/l |         |         |         |         |
|         |        |         |         |         | ossy-pa |         |         |         |         |
|         |        |         |         |         | ge1-165 |         |         |         |         |
|         |        |         |         |         | px-Gera |         |         |         |         |
|         |        |         |         |         | ld_Ford |         |         |         |         |
|         |        |         |         |         | _-_NARA |         |         |         |         |
|         |        |         |         |         | _-_5306 |         |         |         |         |
|         |        |         |         |         | 80.tif. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 39     | https:/ | January | January | https:/ | JimmyCa | https:/ | Jimmy   | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | rterPor | /en.wik | Carter  | /en.wik |
| ipedia. |        | ipedia. | 1977    | 1981    | .wikime | trait2. | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | jpg     | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe |         | i/File: |         | i/Jimmy |
| of_Pres |        | dency_o |         |         | dia/com |         | JimmyCa |         | _Carter |
| idents_ |        | f_Jimmy |         |         | mons/th |         | rterPor |         |         |
| of_the_ |        | _Carter |         |         | umb/5/5 |         | trait2. |         |         |
| United_ |        |         |         |         | a/Jimmy |         | jpg     |         |         |
| States  |        |         |         |         | CarterP |         |         |         |         |
|         |        |         |         |         | ortrait |         |         |         |         |
|         |        |         |         |         | 2.jpg/1 |         |         |         |         |
|         |        |         |         |         | 65px-Ji |         |         |         |         |
|         |        |         |         |         | mmyCart |         |         |         |         |
|         |        |         |         |         | erPortr |         |         |         |         |
|         |        |         |         |         | ait2.jp |         |         |         |         |
|         |        |         |         |         | g       |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 40     | https:/ | January | January | https:/ | Officia | https:/ | Ronald  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | l Portr | /en.wik | Reagan  | /en.wik |
| ipedia. |        | ipedia. | 1981    | 1989    | .wikime | ait of  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Preside | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | nt      | i/File: |         | i/Ronal |
| of_Pres |        | dency_o |         |         | dia/com | Reagan  | Officia |         | d_Reaga |
| idents_ |        | f_Ronal |         |         | mons/th | 1981.jp | l_Portr |         | n       |
| of_the_ |        | d_Reaga |         |         | umb/1/1 | g       | ait_of_ |         |         |
| United_ |        | n       |         |         | 6/Offic |         | Preside |         |         |
| States  |        |         |         |         | ial_Por |         | nt_Reag |         |         |
|         |        |         |         |         | trait_o |         | an_1981 |         |         |
|         |        |         |         |         | f_Presi |         | .jpg    |         |         |
|         |        |         |         |         | dent_Re |         |         |         |         |
|         |        |         |         |         | agan_19 |         |         |         |         |
|         |        |         |         |         | 81.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-O |         |         |         |         |
|         |        |         |         |         | fficial |         |         |         |         |
|         |        |         |         |         | _Portra |         |         |         |         |
|         |        |         |         |         | it_of_P |         |         |         |         |
|         |        |         |         |         | residen |         |         |         |         |
|         |        |         |         |         | t_Reaga |         |         |         |         |
|         |        |         |         |         | n_1981. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 40     | https:/ | January | January | https:/ | Officia | https:/ | Ronald  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | l Portr | /en.wik | Reagan  | /en.wik |
| ipedia. |        | ipedia. | 1981    | 1989    | .wikime | ait of  | ipedia. |         | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | Preside | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | nt      | i/File: |         | i/Ronal |
| of_Pres |        | dency_o |         |         | dia/com | Reagan  | Officia |         | d_Reaga |
| idents_ |        | f_Ronal |         |         | mons/th | 1981.jp | l_Portr |         | n       |
| of_the_ |        | d_Reaga |         |         | umb/1/1 | g       | ait_of_ |         |         |
| United_ |        | n       |         |         | 6/Offic |         | Preside |         |         |
| States  |        |         |         |         | ial_Por |         | nt_Reag |         |         |
|         |        |         |         |         | trait_o |         | an_1981 |         |         |
|         |        |         |         |         | f_Presi |         | .jpg    |         |         |
|         |        |         |         |         | dent_Re |         |         |         |         |
|         |        |         |         |         | agan_19 |         |         |         |         |
|         |        |         |         |         | 81.jpg/ |         |         |         |         |
|         |        |         |         |         | 165px-O |         |         |         |         |
|         |        |         |         |         | fficial |         |         |         |         |
|         |        |         |         |         | _Portra |         |         |         |         |
|         |        |         |         |         | it_of_P |         |         |         |         |
|         |        |         |         |         | residen |         |         |         |         |
|         |        |         |         |         | t_Reaga |         |         |         |         |
|         |        |         |         |         | n_1981. |         |         |         |         |
|         |        |         |         |         | jpg     |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 41     | https:/ | January | January | https:/ | George  | https:/ | George  | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | H. W.   | /en.wik | H. W.   | /en.wik |
| ipedia. |        | ipedia. | 1989    | 1993    | .wikime | Bush, P | ipedia. | Bush    | ipedia. |
| org/wik |        | org/wik |         |         | dia.org | residen | org/wik |         | org/wik |
| i/List_ |        | i/Presi |         |         | /wikipe | t of    | i/File: |         | i/Georg |
| of_Pres |        | dency_o |         |         | dia/com | the     | George_ |         | e_H._W. |
| idents_ |        | f_Georg |         |         | mons/th | United  | H._W._B |         | _Bush   |
| of_the_ |        | e_H._W. |         |         | umb/f/f | States, | ush,_Pr |         |         |
| United_ |        | _Bush   |         |         | f/Georg | 1989 of | esident |         |         |
| States  |        |         |         |         | e_H._W. | ficial  | _of_the |         |         |
|         |        |         |         |         | _Bush%2 | portrai | _United |         |         |
|         |        |         |         |         | C_Presi | t cropp | _States |         |         |
|         |        |         |         |         | dent_of | ed.jpg  | ,_1989_ |         |         |
|         |        |         |         |         | _the_Un |         | officia |         |         |
|         |        |         |         |         | ited_St |         | l_portr |         |         |
|         |        |         |         |         | ates%2C |         | ait_cro |         |         |
|         |        |         |         |         | _1989_o |         | pped.jp |         |         |
|         |        |         |         |         | fficial |         | g       |         |         |
|         |        |         |         |         | _portra |         |         |         |         |
|         |        |         |         |         | it_crop |         |         |         |         |
|         |        |         |         |         | ped.jpg |         |         |         |         |
|         |        |         |         |         | /165px- |         |         |         |         |
|         |        |         |         |         | George_ |         |         |         |         |
|         |        |         |         |         | H._W._B |         |         |         |         |
|         |        |         |         |         | ush%2C_ |         |         |         |         |
|         |        |         |         |         | Preside |         |         |         |         |
|         |        |         |         |         | nt_of_t |         |         |         |         |
|         |        |         |         |         | he_Unit |         |         |         |         |
|         |        |         |         |         | ed_Stat |         |         |         |         |
|         |        |         |         |         | es%2C_1 |         |         |         |         |
|         |        |         |         |         | 989_off |         |         |         |         |
|         |        |         |         |         | icial_p |         |         |         |         |
|         |        |         |         |         | ortrait |         |         |         |         |
|         |        |         |         |         | _croppe |         |         |         |         |
|         |        |         |         |         | d.jpg   |         |         |         |         |
+---------+--------+---------+---------+---------+---------+---------+---------+---------+---------+
| https:/ | 42     | https:/ | January | January | https:/ | Bill Cl | https:/ | Bill    | https:/ |
| /en.wik |        | /en.wik | 20,     | 20,     | /upload | inton.j | /en.wik | Clinton | /en.wik |
| ipedia. |        | ipedia. | 1993    | 2001    | .wikime | pg      | ipedia. |         | ipedia. |
