+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| url     | Country | Country | Populat | Yearly_ | Net_Cha | Density | Land_Ar | Migrant | Fert_R |
| ulation |         | oa-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Saint   | http:// | 179,667 | 0.46 %  | 823     | 295     | 610     | 8       | 1.500  |
| www.wor | Lucia   | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sai |         |         |         |         |         |         |        |
| ulation |         | nt-     |         |         |         |         |         |         |        |
| -by-cou |         | lucia-p |         |         |         |         |         |         |        |
| ntry/   |         | opulati |         |         |         |         |         |         |        |
|         |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Channel | http:// | 166,083 | 0.47 %  | 769     | 874     | 190     | 731     | 1.500  |
| www.wor | Islands | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/cha |         |         |         |         |         |         |        |
| ulation |         | nnel-is |         |         |         |         |         |         |        |
| -by-cou |         | lands-p |         |         |         |         |         |         |        |
| ntry/   |         | opulati |         |         |         |         |         |         |        |
|         |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Guam    | http:// | 165,718 | 0.91 %  | 1,489   | 307     | 540     | -1,519  | 2.400  |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/gua |         |         |         |         |         |         |        |
| ulation |         | m-popul |         |         |         |         |         |         |        |
| -by-cou |         | ation/  |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Curaçao | http:// | 161,577 | 0.65 %  | 1,038   | 364     | 444     | 1,363   | 2.100  |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/cur |         |         |         |         |         |         |        |
| ulation |         | acao-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Kiribat | http:// | 118,414 | 1.73 %  | 2,016   | 146     | 810     | -426    | 3.800  |
| www.wor | i       | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/kir |         |         |         |         |         |         |        |
| ulation |         | ibati-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | St.     | http:// | 110,200 | 0.28 %  | 303     | 283     | 390     | -1,000  | 2      |
| www.wor | Vincent | www.wor |         |         |         |         |         |         |        |
| ldomete | & Grena | ldomete |         |         |         |         |         |         |        |
| rs.info | dines   | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sai |         |         |         |         |         |         |        |
| ulation |         | nt-vinc |         |         |         |         |         |         |        |
| -by-cou |         | ent-    |         |         |         |         |         |         |        |
| ntry/   |         | and-    |         |         |         |         |         |         |        |
|         |         | the-gre |         |         |         |         |         |         |        |
|         |         | nadines |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Tonga   | http:// | 109,008 | 0.91 %  | 988     | 151     | 720     | -1,616  | 3.800  |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/ton |         |         |         |         |         |         |        |
| ulation |         | ga-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Grenada | http:// | 108,339 | 0.48 %  | 514     | 319     | 340     | -855    | 2.200  |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/gre |         |         |         |         |         |         |        |
| ulation |         | nada-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Microne | http:// | 106,227 | 0.65 %  | 683     | 152     | 700     | -1,638  | 3.300  |
| www.wor | sia     | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mic |         |         |         |         |         |         |        |
| ulation |         | ronesia |         |         |         |         |         |         |        |
| -by-cou |         | -popula |         |         |         |         |         |         |        |
| ntry/   |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Aruba   | http:// | 105,670 | 0.39 %  | 406     | 587     | 180     | 251     | 1.800  |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/aru |         |         |         |         |         |         |        |
| ulation |         | ba-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | U.S.    | http:// | 104,914 | 0.01 %  | 13      | 300     | 350     | -900    | 2.300  |
| www.wor | Virgin  | www.wor |         |         |         |         |         |         |        |
| ldomete | Islands | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/uni |         |         |         |         |         |         |        |
| ulation |         | ted-    |         |         |         |         |         |         |        |
| -by-cou |         | states- |         |         |         |         |         |         |        |
| ntry/   |         | virgin- |         |         |         |         |         |         |        |
|         |         | islands |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Antigua | http:// | 103,050 | 1.02 %  | 1,038   | 234     | 440     | -11     | 2.100  |
| www.wor | and     | www.wor |         |         |         |         |         |         |        |
| ldomete | Barbuda | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/ant |         |         |         |         |         |         |        |
| ulation |         | igua-   |         |         |         |         |         |         |        |
| -by-cou |         | and-bar |         |         |         |         |         |         |        |
| ntry/   |         | buda-po |         |         |         |         |         |         |        |
|         |         | pulatio |         |         |         |         |         |         |        |
|         |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Seychel | http:// | 95,235  | 0.53 %  | 498     | 207     | 460     | -440    | 2.400  |
| www.wor | les     | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sey |         |         |         |         |         |         |        |
| ulation |         | chelles |         |         |         |         |         |         |        |
| -by-cou |         | -popula |         |         |         |         |         |         |        |
| ntry/   |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Isle of | http:// | 84,831  | 0.65 %  | 544     | 149     | 570     |         | N.A.   |
| www.wor | Man     | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/isl |         |         |         |         |         |         |        |
| ulation |         | e-of-   |         |         |         |         |         |         |        |
| -by-cou |         | man-pop |         |         |         |         |         |         |        |
| ntry/   |         | ulation |         |         |         |         |         |         |        |
|         |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Andorra | http:// | 76,953  | -0.02 % | -12     | 164     | 470     |         | N.A.   |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/and |         |         |         |         |         |         |        |
| ulation |         | orra-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Dominic | http:// | 74,308  | 0.52 %  | 383     | 99      | 750     |         | N.A.   |
| www.wor | a       | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/dom |         |         |         |         |         |         |        |
| ulation |         | inica-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Cayman  | http:// | 62,348  | 1.28 %  | 789     | 260     | 240     |         | N.A.   |
| www.wor | Islands | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/cay |         |         |         |         |         |         |        |
| ulation |         | man-isl |         |         |         |         |         |         |        |
| -by-cou |         | ands-po |         |         |         |         |         |         |        |
| ntry/   |         | pulatio |         |         |         |         |         |         |        |
|         |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Bermuda | http:// | 61,070  | -0.45 % | -279    | 1,221   | 50      |         | N.A.   |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/ber |         |         |         |         |         |         |        |
| ulation |         | muda-po |         |         |         |         |         |         |        |
| -by-cou |         | pulatio |         |         |         |         |         |         |        |
| ntry/   |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Greenla | http:// | 56,565  | 0.15 %  | 85      | 0       | 410,450 |         | N.A.   |
| www.wor | nd      | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/gre |         |         |         |         |         |         |        |
| ulation |         | enland- |         |         |         |         |         |         |        |
| -by-cou |         | populat |         |         |         |         |         |         |        |
| ntry/   |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Saint   | http:// | 55,850  | 0.91 %  | 505     | 215     | 260     |         | N.A.   |
| www.wor | Kitts & | www.wor |         |         |         |         |         |         |        |
| ldomete | Nevis   | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sai |         |         |         |         |         |         |        |
| ulation |         | nt-     |         |         |         |         |         |         |        |
| -by-cou |         | kitts-  |         |         |         |         |         |         |        |
| ntry/   |         | and-    |         |         |         |         |         |         |        |
|         |         | nevis-p |         |         |         |         |         |         |        |
|         |         | opulati |         |         |         |         |         |         |        |
|         |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | America | http:// | 55,679  | 0.07 %  | 38      | 278     | 200     |         | N.A.   |
| www.wor | n Samoa | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/ame |         |         |         |         |         |         |        |
| ulation |         | rican-  |         |         |         |         |         |         |        |
| -by-cou |         | samoa-p |         |         |         |         |         |         |        |
| ntry/   |         | opulati |         |         |         |         |         |         |        |
|         |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Norther | http:// | 55,194  | 0.09 %  | 50      | 120     | 460     |         | N.A.   |
| www.wor | n       | www.wor |         |         |         |         |         |         |        |
| ldomete | Mariana | ldomete |         |         |         |         |         |         |        |
| rs.info | Islands | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/nor |         |         |         |         |         |         |        |
| ulation |         | thern-m |         |         |         |         |         |         |        |
| -by-cou |         | ariana- |         |         |         |         |         |         |        |
| ntry/   |         | islands |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Marshal | http:// | 53,167  | 0.08 %  | 40      | 295     | 180     |         | N.A.   |
| www.wor | l       | www.wor |         |         |         |         |         |         |        |
| ldomete | Islands | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mar |         |         |         |         |         |         |        |
| ulation |         | shall-i |         |         |         |         |         |         |        |
| -by-cou |         | slands- |         |         |         |         |         |         |        |
| ntry/   |         | populat |         |         |         |         |         |         |        |
|         |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Faeroe  | http:// | 49,489  | 0.40 %  | 199     | 35      | 1,396   |         | N.A.   |
| www.wor | Islands | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/fae |         |         |         |         |         |         |        |
| ulation |         | roe-isl |         |         |         |         |         |         |        |
| -by-cou |         | ands-po |         |         |         |         |         |         |        |
| ntry/   |         | pulatio |         |         |         |         |         |         |        |
|         |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Sint    | http:// | 40,552  | 1.08 %  | 432     | 1,193   | 34      |         | N.A.   |
| www.wor | Maarten | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/sin |         |         |         |         |         |         |        |
| ulation |         | t-maart |         |         |         |         |         |         |        |
| -by-cou |         | en-popu |         |         |         |         |         |         |        |
| ntry/   |         | lation/ |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Monaco  | http:// | 38,897  | 0.52 %  | 202     | 26,105  | 1       |         | N.A.   |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/mon |         |         |         |         |         |         |        |
| ulation |         | aco-pop |         |         |         |         |         |         |        |
| -by-cou |         | ulation |         |         |         |         |         |         |        |
| ntry/   |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Liechte | http:// | 38,155  | 0.61 %  | 233     | 238     | 160     |         | N.A.   |
| www.wor | nstein  | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/lie |         |         |         |         |         |         |        |
| ulation |         | chtenst |         |         |         |         |         |         |        |
| -by-cou |         | ein-pop |         |         |         |         |         |         |        |
| ntry/   |         | ulation |         |         |         |         |         |         |        |
|         |         | /       |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Turks   | http:// | 35,963  | 1.46 %  | 517     | 38      | 950     |         | N.A.   |
| www.wor | and     | www.wor |         |         |         |         |         |         |        |
| ldomete | Caicos  | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/tur |         |         |         |         |         |         |        |
| ulation |         | ks-and- |         |         |         |         |         |         |        |
| -by-cou |         | caicos- |         |         |         |         |         |         |        |
| ntry/   |         | islands |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Gibralt | http:// | 34,733  | 0.47 %  | 162     | 3,473   | 10      |         | N.A.   |
| www.wor | ar      | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/gib |         |         |         |         |         |         |        |
| ulation |         | raltar- |         |         |         |         |         |         |        |
| -by-cou |         | populat |         |         |         |         |         |         |        |
| ntry/   |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | San     | http:// | 33,557  | 0.47 %  | 157     | 559     | 60      |         | N.A.   |
| www.wor | Marino  | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/san |         |         |         |         |         |         |        |
| ulation |         | -       |         |         |         |         |         |         |        |
| -by-cou |         | marino- |         |         |         |         |         |         |        |
| ntry/   |         | populat |         |         |         |         |         |         |        |
|         |         | ion/    |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | British | http:// | 31,719  | 1.68 %  | 523     | 211     | 150     |         | N.A.   |
| www.wor | Virgin  | www.wor |         |         |         |         |         |         |        |
| ldomete | Islands | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/bri |         |         |         |         |         |         |        |
| ulation |         | tish-   |         |         |         |         |         |         |        |
| -by-cou |         | virgin- |         |         |         |         |         |         |        |
| ntry/   |         | islands |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Caribbe | http:// | 25,702  | 1.20 %  | 304     | 78      | 328     |         | N.A.   |
| www.wor | an Neth | www.wor |         |         |         |         |         |         |        |
| ldomete | erlands | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/car |         |         |         |         |         |         |        |
| ulation |         | ibbean- |         |         |         |         |         |         |        |
| -by-cou |         | netherl |         |         |         |         |         |         |        |
| ntry/   |         | ands-po |         |         |         |         |         |         |        |
|         |         | pulatio |         |         |         |         |         |         |        |
|         |         | n/      |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Palau   | http:// | 21,964  | 1.08 %  | 235     | 48      | 460     |         | N.A.   |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/pal |         |         |         |         |         |         |        |
| ulation |         | au-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Cook    | http:// | 17,411  | 0.18 %  | 31      | 73      | 240     |         | N.A.   |
| www.wor | Islands | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/coo |         |         |         |         |         |         |        |
| ulation |         | k-islan |         |         |         |         |         |         |        |
| -by-cou |         | ds-popu |         |         |         |         |         |         |        |
| ntry/   |         | lation/ |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Anguill | http:// | 15,045  | 0.91 %  | 136     | 167     | 90      |         | N.A.   |
| www.wor | a       | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/ang |         |         |         |         |         |         |        |
| ulation |         | uilla-p |         |         |         |         |         |         |        |
| -by-cou |         | opulati |         |         |         |         |         |         |        |
| ntry/   |         | on/     |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Wallis  | http:// | 11,683  | -0.76 % | -90     | 83      | 140     |         | N.A.   |
| www.wor | &       | www.wor |         |         |         |         |         |         |        |
| ldomete | Futuna  | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/wal |         |         |         |         |         |         |        |
| ulation |         | lis-    |         |         |         |         |         |         |        |
| -by-cou |         | and-    |         |         |         |         |         |         |        |
| ntry/   |         | futuna- |         |         |         |         |         |         |        |
|         |         | islands |         |         |         |         |         |         |        |
|         |         | -popula |         |         |         |         |         |         |        |
|         |         | tion/   |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Nauru   | http:// | 11,312  | -0.41 % | -47     | 566     | 20      |         | N.A.   |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
| rs.info |         | rs.info |         |         |         |         |         |         |        |
| /world- |         | /world- |         |         |         |         |         |         |        |
| populat |         | populat |         |         |         |         |         |         |        |
| ion/pop |         | ion/nau |         |         |         |         |         |         |        |
| ulation |         | ru-popu |         |         |         |         |         |         |        |
| -by-cou |         | lation/ |         |         |         |         |         |         |        |
| ntry/   |         |         |         |         |         |         |         |         |        |
+---------+---------+---------+---------+---------+---------+---------+---------+---------+--------+
| http:// | Tuvalu  | http:// | 11,287  | 0.85 %  | 95      | 376     | 30      |         | N.A.   |
| www.wor |         | www.wor |         |         |         |         |         |         |        |
| ldomete |         | ldomete |         |         |         |         |         |         |        |
