+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| url  | Numb | Pres | Pres | Pres | Pres | Date | Live | Prio | Par | Par | Beg | Ter | End | Vic |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 28   | Marc | Marc | Wood | http | 1856 | (Liv | 34th | Dem | htt | (19 | 33  | (19 | Tho |
| s:// |      | h 4, | h 4, | row  | s:// | –192 | ed:  |  Gov | ocr | ps: | 16) |     | 17) | mas |
| en.w |      | 1913 | 1921 | Wils | en.w | 4    | 67 y | erno | ati | //e |     |     |     | R.  |
| ikip |      |      |      | on   | ikip |      | ears | r of | c   | n.w |     |     |     | Mar |
| edia |      |      |      |      | edia |      | )    | New  |     | iki |     |     |     | sha |
| .org |      |      |      |      | .org |      |      | Jers |     | ped |     |     |     | ll  |
| /wik |      |      |      |      | /wik |      |      | ey   |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Wo |      |      |  (19 |     | org |     |     |     |     |
| st_o |      |      |      |      | odro |      |      | 11–1 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | w_Wi |      |      | 913) |     | ki/ |     |     |     |     |
| esid |      |      |      |      | lson |      |      |      |     | Dem |     |     |     |     |
| ents |      |      |      |      |      |      |      |      |     | ocr |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 29   | Marc | Augu | Warr | http | 1865 | (Liv | U.S. | Rep | htt | (19 | 34  | (19 | Cal |
| s:// |      | h 4, | st   | en   | s:// | –192 | ed:  | Sena | ubl | ps: | 20) |     | 21) | vin |
| en.w |      | 1921 | 2,   | G. H | en.w | 3    | 57 y | tor  | ica | //e |     |     |  (1 | Coo |
| ikip |      |      | 1923 | ardi | ikip |      | ears | (Cla | n   | n.w |     |     | 923 | lid |
| edia |      |      |      | ng   | edia |      | )    | ss   |     | iki |     |     | )   | ge  |
| .org |      |      |      |      | .org |      |      | 3)   |     | ped |     |     |     |  (S |
| /wik |      |      |      |      | /wik |      |      | from |     | ia. |     |     |     | ucc |
| i/Li |      |      |      |      | i/Wa |      |      | Ohio |     | org |     |     |     | eed |
| st_o |      |      |      |      | rren |      |      |  (19 |     | /wi |     |     |     | ed  |
| f_Pr |      |      |      |      | _G._ |      |      | 15–1 |     | ki/ |     |     |     | to  |
| esid |      |      |      |      | Hard |      |      | 921) |     | Rep |     |     |     | pre |
| ents |      |      |      |      | ing  |      |      |      |     | ubl |     |     |     | sid |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     | enc |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | y)  |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 30   | Augu | Marc | Calv | http | 1872 | (Liv | 29th | Rep | htt | (19 | 34  | (19 | Off |
| s:// |      | st   | h 4, | in C | s:// | –193 | ed:  | Vice | ubl | ps: | 20) |     | 21) | ice |
| en.w |      | 2,   | 1929 | ooli | en.w | 3    | 60 y | Pres | ica | //e |     |     |  (1 | vac |
| ikip |      | 1923 |      | dge  | ikip |      | ears | iden | n   | n.w |     |     | 923 | ant |
| edia |      |  [q] |      |      | edia |      | )    | t of |     | iki |     |     | )   |  Au |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | gus |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | t   |
| i/Li |      |      |      |      | i/Ca |      |      | ed S |     | org |     |     |     | 2,  |
| st_o |      |      |      |      | lvin |      |      | tate |     | /wi |     |     |     | 192 |
| f_Pr |      |      |      |      | _Coo |      |      | s    |     | ki/ |     |     |     | 3 – |
| esid |      |      |      |      | lidg |      |      |      |     | Rep |     |     |     | Mar |
| ents |      |      |      |      | e    |      |      |      |     | ubl |     |     |     | ch  |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     | 4,  |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 192 |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 5   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 30   | Augu | Marc | Calv | http | 1872 | (Liv | 29th | Rep | htt | (19 | 35  | (19 | Cha |
| s:// |      | st   | h 4, | in C | s:// | –193 | ed:  | Vice | ubl | ps: | 24) |     | 25) | rle |
| en.w |      | 2,   | 1929 | ooli | en.w | 3    | 60 y | Pres | ica | //e |     |     |     | s   |
| ikip |      | 1923 |      | dge  | ikip |      | ears | iden | n   | n.w |     |     |     | G.  |
| edia |      |  [q] |      |      | edia |      | )    | t of |     | iki |     |     |     | Daw |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | es  |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     |  Ma |
| i/Li |      |      |      |      | i/Ca |      |      | ed S |     | org |     |     |     | rch |
| st_o |      |      |      |      | lvin |      |      | tate |     | /wi |     |     |     | 4,  |
| f_Pr |      |      |      |      | _Coo |      |      | s    |     | ki/ |     |     |     | 192 |
| esid |      |      |      |      | lidg |      |      |      |     | Rep |     |     |     | 5 – |
| ents |      |      |      |      | e    |      |      |      |     | ubl |     |     |     | Mar |
| _of_ |      |      |      |      |      |      |      |      |     | ica |     |     |     | ch  |
| the_ |      |      |      |      |      |      |      |      |     | n_P |     |     |     | 4,  |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 192 |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 9   |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 31   | Marc | Marc | Herb | http | 1874 | (Liv | 3rd  | Rep | htt | (19 | 36  | (19 | Cha |
| s:// |      | h 4, | h 4, | ert  | s:// | –196 | ed:  |  Uni | ubl | ps: | 28) |     | 29) | rle |
| en.w |      | 1929 | 1933 | Hoov | en.w | 4    | 90 y | ted  | ica | //e |     |     |     | s C |
| ikip |      |      |      | er   | ikip |      | ears | Stat | n   | n.w |     |     |     | urt |
| edia |      |      |      |      | edia |      | )    | es S |     | iki |     |     |     | is  |
| .org |      |      |      |      | .org |      |      | ecre |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | tary |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/He |      |      | of C |     | org |     |     |     |     |
| st_o |      |      |      |      | rber |      |      | omme |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | t_Ho |      |      | rce  |     | ki/ |     |     |     |     |
| esid |      |      |      |      | over |      |      |  (19 |     | Rep |     |     |     |     |
| ents |      |      |      |      |      |      |      | 21–1 |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      | 928) |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      |  (No |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      | prio |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      | r el |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      | ecte |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      | d of |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      | fice |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      | )    |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 32   |      |      | Fran | http | 1882 | (Liv | 44th | Dem | htt | (19 | 37  | (19 | Joh |
| s:// |      |      |      | klin | s:// | –194 | ed:  |  Gov | ocr | ps: | 32) |     | 33) | n   |
| en.w |      |      |      | D. R | en.w | 5    | 63 y | erno | ati | //e |     |     |     | N.  |
| ikip |      |      |      | oose | ikip |      | ears | r of | c   | n.w |     |     |     | Gar |
| edia |      |      |      | velt | edia |      | )    | New  |     | iki |     |     |     | ner |
| .org |      |      |      |      | .org |      |      | York |     | ped |     |     |     |  Ma |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     | rch |
| i/Li |      |      |      |      | i/Fr |      |      | 29–1 |     | org |     |     |     | 4,  |
| st_o |      |      |      |      | ankl |      |      | 932) |     | /wi |     |     |     | 193 |
| f_Pr |      |      |      |      | in_D |      |      |      |     | ki/ |     |     |     | 3 – |
| esid |      |      |      |      | ._Ro |      |      |      |     | Dem |     |     |     | Jan |
| ents |      |      |      |      | osev |      |      |      |     | ocr |     |     |     | uar |
| _of_ |      |      |      |      | elt  |      |      |      |     | ati |     |     |     | y   |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | 20, |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 194 |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 1   |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | [r] |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 32   |      |      | Fran | http | 1882 | (Liv | 44th | Dem | htt | (19 | 38  | (19 | Joh |
| s:// |      |      |      | klin | s:// | –194 | ed:  |  Gov | ocr | ps: | 36) |     | 37) | n   |
| en.w |      |      |      | D. R | en.w | 5    | 63 y | erno | ati | //e |     |     |     | N.  |
| ikip |      |      |      | oose | ikip |      | ears | r of | c   | n.w |     |     |     | Gar |
| edia |      |      |      | velt | edia |      | )    | New  |     | iki |     |     |     | ner |
| .org |      |      |      |      | .org |      |      | York |     | ped |     |     |     |  Ma |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     | rch |
| i/Li |      |      |      |      | i/Fr |      |      | 29–1 |     | org |     |     |     | 4,  |
| st_o |      |      |      |      | ankl |      |      | 932) |     | /wi |     |     |     | 193 |
| f_Pr |      |      |      |      | in_D |      |      |      |     | ki/ |     |     |     | 3 – |
| esid |      |      |      |      | ._Ro |      |      |      |     | Dem |     |     |     | Jan |
| ents |      |      |      |      | osev |      |      |      |     | ocr |     |     |     | uar |
| _of_ |      |      |      |      | elt  |      |      |      |     | ati |     |     |     | y   |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | 20, |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 194 |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 1   |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | [r] |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 32   |      |      | Fran | http | 1882 | (Liv | 44th | Dem | htt | (19 | 39  | (19 | Hen |
| s:// |      |      |      | klin | s:// | –194 | ed:  |  Gov | ocr | ps: | 40) |     | 41) | ry  |
| en.w |      |      |      | D. R | en.w | 5    | 63 y | erno | ati | //e |     |     |     | A.  |
| ikip |      |      |      | oose | ikip |      | ears | r of | c   | n.w |     |     |     | Wal |
| edia |      |      |      | velt | edia |      | )    | New  |     | iki |     |     |     | lac |
| .org |      |      |      |      | .org |      |      | York |     | ped |     |     |     | e   |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     |  Ja |
| i/Li |      |      |      |      | i/Fr |      |      | 29–1 |     | org |     |     |     | nua |
| st_o |      |      |      |      | ankl |      |      | 932) |     | /wi |     |     |     | ry  |
| f_Pr |      |      |      |      | in_D |      |      |      |     | ki/ |     |     |     | 20, |
| esid |      |      |      |      | ._Ro |      |      |      |     | Dem |     |     |     | 194 |
| ents |      |      |      |      | osev |      |      |      |     | ocr |     |     |     | 1 – |
| _of_ |      |      |      |      | elt  |      |      |      |     | ati |     |     |     | Jan |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | uar |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | y   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 20, |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | 194 |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     | 5   |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 32   |      |      | Fran | http | 1882 | (Liv | 44th | Dem | htt | (19 | 40  | (19 | Har |
| s:// |      |      |      | klin | s:// | –194 | ed:  |  Gov | ocr | ps: | 44) |     | 45) | ry  |
| en.w |      |      |      | D. R | en.w | 5    | 63 y | erno | ati | //e |     |     |  (1 | S.  |
| ikip |      |      |      | oose | ikip |      | ears | r of | c   | n.w |     |     | 945 | Tru |
| edia |      |      |      | velt | edia |      | )    | New  |     | iki |     |     | )   | man |
| .org |      |      |      |      | .org |      |      | York |     | ped |     |     |     |  Ja |
| /wik |      |      |      |      | /wik |      |      |  (19 |     | ia. |     |     |     | nua |
| i/Li |      |      |      |      | i/Fr |      |      | 29–1 |     | org |     |     |     | ry  |
| st_o |      |      |      |      | ankl |      |      | 932) |     | /wi |     |     |     | 20  |
| f_Pr |      |      |      |      | in_D |      |      |      |     | ki/ |     |     |     | – A |
| esid |      |      |      |      | ._Ro |      |      |      |     | Dem |     |     |     | pri |
| ents |      |      |      |      | osev |      |      |      |     | ocr |     |     |     | l   |
| _of_ |      |      |      |      | elt  |      |      |      |     | ati |     |     |     | 12, |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | 194 |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 5   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |  (S |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | ucc |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     | eed |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     | ed  |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     | to  |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     | pre |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | sid |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | enc |
|      |      |      |      |      |      |      |      |      |     |     |     |     |     | y)  |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 33   | Apri | Janu | Harr | http | 1884 | (Liv | 34th | Dem | htt | (19 | 40  | (19 | Off |
| s:// |      | l    | ary  | y S. | s:// | –197 | ed:  | Vice | ocr | ps: | 44) |     | 45) | ice |
| en.w |      | 12,  | 20,  | Trum | en.w | 2    | 88 y | Pres | ati | //e |     |     |  (1 | vac |
| ikip |      | 1945 | 1953 | an   | ikip |      | ears | iden | c   | n.w |     |     | 945 | ant |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     | )   |  Ap |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | ril |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | 12, |
| i/Li |      |      |      |      | i/Ha |      |      | ed S |     | org |     |     |     | 194 |
| st_o |      |      |      |      | rry_ |      |      | tate |     | /wi |     |     |     | 5 – |
| f_Pr |      |      |      |      | S._T |      |      | s    |     | ki/ |     |     |     | Jan |
| esid |      |      |      |      | ruma |      |      |      |     | Dem |     |     |     | uar |
| ents |      |      |      |      | n    |      |      |      |     | ocr |     |     |     | y   |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     | 20, |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | 194 |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 9   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 33   | Apri | Janu | Harr | http | 1884 | (Liv | 34th | Dem | htt | (19 | 41  | (19 | Alb |
| s:// |      | l    | ary  | y S. | s:// | –197 | ed:  | Vice | ocr | ps: | 48) |     | 49) | en  |
| en.w |      | 12,  | 20,  | Trum | en.w | 2    | 88 y | Pres | ati | //e |     |     |     | W.  |
| ikip |      | 1945 | 1953 | an   | ikip |      | ears | iden | c   | n.w |     |     |     | Bar |
| edia |      |      |      |      | edia |      | )    | t of |     | iki |     |     |     | kle |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | y   |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     |  Ja |
| i/Li |      |      |      |      | i/Ha |      |      | ed S |     | org |     |     |     | nua |
| st_o |      |      |      |      | rry_ |      |      | tate |     | /wi |     |     |     | ry  |
| f_Pr |      |      |      |      | S._T |      |      | s    |     | ki/ |     |     |     | 20, |
| esid |      |      |      |      | ruma |      |      |      |     | Dem |     |     |     | 194 |
| ents |      |      |      |      | n    |      |      |      |     | ocr |     |     |     | 9 – |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     | Jan |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | uar |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | y   |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 20, |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     | 195 |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     | 3   |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 34   | Janu | Janu | Dwig | http | 1890 | (Liv | Supr | Rep | htt | (19 | 42  | (19 | Ric |
| s:// |      | ary  | ary  | ht   | s:// | –196 | ed:  | eme  | ubl | ps: | 52) |     | 53) | har |
| en.w |      | 20,  | 20,  | D. E | en.w | 9    | 78 y | Alli | ica | //e |     |     |     | d N |
| ikip |      | 1953 | 1961 | isen | ikip |      | ears | ed C | n   | n.w |     |     |     | ixo |
| edia |      |      |      | howe | edia |      | )    | omma |     | iki |     |     |     | n   |
| .org |      |      |      | r    | .org |      |      | nder |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | Euro |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Dw |      |      | pe   |     | org |     |     |     |     |
| st_o |      |      |      |      | ight |      |      |  (19 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _D._ |      |      | 49–1 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | Eise |      |      | 952) |     | Rep |     |     |     |     |
| ents |      |      |      |      | nhow |      |      |  (No |     | ubl |     |     |     |     |
| _of_ |      |      |      |      | er   |      |      | prio |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      | r el |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      | ecte |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      | d of |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      | fice |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      | )    |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 34   | Janu | Janu | Dwig | http | 1890 | (Liv | Supr | Rep | htt | (19 | 43  | (19 | Ric |
| s:// |      | ary  | ary  | ht   | s:// | –196 | ed:  | eme  | ubl | ps: | 56) |     | 57) | har |
| en.w |      | 20,  | 20,  | D. E | en.w | 9    | 78 y | Alli | ica | //e |     |     |     | d N |
| ikip |      | 1953 | 1961 | isen | ikip |      | ears | ed C | n   | n.w |     |     |     | ixo |
| edia |      |      |      | howe | edia |      | )    | omma |     | iki |     |     |     | n   |
| .org |      |      |      | r    | .org |      |      | nder |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | Euro |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Dw |      |      | pe   |     | org |     |     |     |     |
| st_o |      |      |      |      | ight |      |      |  (19 |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _D._ |      |      | 49–1 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | Eise |      |      | 952) |     | Rep |     |     |     |     |
| ents |      |      |      |      | nhow |      |      |  (No |     | ubl |     |     |     |     |
| _of_ |      |      |      |      | er   |      |      | prio |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      | r el |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      | ecte |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      | d of |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      | fice |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      | )    |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 35   | Janu | Nove | John | http | 1917 | (Liv | U.S. | Dem | htt | (19 | 44  | (19 | Lyn |
| s:// |      | ary  | mber | F. K | s:// | –196 | ed:  | Sena | ocr | ps: | 60) |     | 61) | don |
| en.w |      | 20,  | 22,  | enne | en.w | 3    | 46 y | tor  | ati | //e |     |     |  (1 | B.  |
| ikip |      | 1961 | 1963 | dy   | ikip |      | ears | (Cla | c   | n.w |     |     | 963 | Joh |
| edia |      |      |      |      | edia |      | )    | ss   |     | iki |     |     | )   | nso |
| .org |      |      |      |      | .org |      |      | 1)   |     | ped |     |     |     | n   |
| /wik |      |      |      |      | /wik |      |      | from |     | ia. |     |     |     |  (S |
| i/Li |      |      |      |      | i/Jo |      |      | Mass |     | org |     |     |     | ucc |
| st_o |      |      |      |      | hn_F |      |      | achu |     | /wi |     |     |     | eed |
| f_Pr |      |      |      |      | ._Ke |      |      | sett |     | ki/ |     |     |     | ed  |
| esid |      |      |      |      | nned |      |      | s    |     | Dem |     |     |     | to  |
| ents |      |      |      |      | y    |      |      |  (19 |     | ocr |     |     |     | pre |
| _of_ |      |      |      |      |      |      |      | 53–1 |     | ati |     |     |     | sid |
| the_ |      |      |      |      |      |      |      | 960) |     | c_P |     |     |     | enc |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | y)  |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 36   | Nove | Janu | Lynd | http | 1908 | (Liv | 37th | Dem | htt | (19 | 44  | (19 | Off |
| s:// |      | mber | ary  | on   | s:// | –197 | ed:  | Vice | ocr | ps: | 60) |     | 61) | ice |
| en.w |      | 22,  | 20,  | B. J | en.w | 3    | 64 y | Pres | ati | //e |     |     |  (1 | vac |
| ikip |      | 1963 | 1969 | ohns | ikip |      | ears | iden | c   | n.w |     |     | 963 | ant |
| edia |      |      |      | on   | edia |      | )    | t of |     | iki |     |     | )   |  No |
| .org |      |      |      |      | .org |      |      | the  |     | ped |     |     |     | vem |
| /wik |      |      |      |      | /wik |      |      | Unit |     | ia. |     |     |     | ber |
| i/Li |      |      |      |      | i/Ly |      |      | ed S |     | org |     |     |     | 22, |
| st_o |      |      |      |      | ndon |      |      | tate |     | /wi |     |     |     | 196 |
| f_Pr |      |      |      |      | _B._ |      |      | s    |     | ki/ |     |     |     | 3 – |
| esid |      |      |      |      | John |      |      |      |     | Dem |     |     |     | Jan |
| ents |      |      |      |      | son  |      |      |      |     | ocr |     |     |     | uar |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     | y   |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     | 20, |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     | 196 |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     | 5   |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
