+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| url    | Rank | Mounta | Height | Height | Promi | Range | Coord | Paren | First | Ascen | Count |
| est_mo |      |        |        |        |       |       | .6733 |       |       |       |       |
| untain |      |        |        |        |       |       | 3°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 35.63 |       |       |       |       |
| arth   |      |        |        |        |       |       | 917;  |       |       |       |       |
|        |      |        |        |        |       |       | 76.67 |       |       |       |       |
|        |      |        |        |        |       |       | 333   |       |       |       |       |
|        |      |        |        |        |       |       | (81.  |       |       |       |       |
|        |      |        |        |        |       |       | Balto |       |       |       |       |
|        |      |        |        |        |       |       | ro Ka |       |       |       |       |
|        |      |        |        |        |       |       | ngri  |       |       |       |       |
|        |      |        |        |        |       |       | (7312 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 82   | Siguan | 7,309  | 23,980 | 669   | Mahal | 28°08 | Cho   | 1989  | 2 (1) | China |
| //en.w |      | g Ri   |        |        |       | angur | ′50″N | Oyu   |       |       |       |
| ikiped |      |        |        |        |       | Himal | 86°41 |       |       |       |       |
| ia.org |      |        |        |        |       | aya   | ′06″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 14722 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 86 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .6850 |       |       |       |       |
| untain |      |        |        |        |       |       | 0°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.14 |       |       |       |       |
| arth   |      |        |        |        |       |       | 722;  |       |       |       |       |
|        |      |        |        |        |       |       | 86.68 |       |       |       |       |
|        |      |        |        |        |       |       | 500   |       |       |       |       |
|        |      |        |        |        |       |       | (82.  |       |       |       |       |
|        |      |        |        |        |       |       | Sigua |       |       |       |       |
|        |      |        |        |        |       |       | ng Ri |       |       |       |       |
|        |      |        |        |        |       |       | (7309 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 83   | The    | 7,295  | 23,934 | 1,919 | Yengi | 36°06 | Skil  | 1993  | 1 (3) | China |
| //en.w |      | Crown  |        |        |       | sogat | ′24″N | Brum  |       |       | [dp   |
| ikiped |      | /      |        |        |       | Karak | 76°12 |       |       |       | 2]    |
| ia.org |      | Huang  |        |        |       | oram  | ′21″E |       |       |       |       |
| /wiki/ |      | Guan   |        |        |       |       | / 36. |       |       |       |       |
| List_o |      |        |        |        |       |       | 10667 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 76 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .2058 |       |       |       |       |
| untain |      |        |        |        |       |       | 3°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 36.10 |       |       |       |       |
| arth   |      |        |        |        |       |       | 667;  |       |       |       |       |
|        |      |        |        |        |       |       | 76.20 |       |       |       |       |
|        |      |        |        |        |       |       | 583   |       |       |       |       |
|        |      |        |        |        |       |       | (83.  |       |       |       |       |
|        |      |        |        |        |       |       | The   |       |       |       |       |
|        |      |        |        |        |       |       | Crown |       |       |       |       |
|        |      |        |        |        |       |       | /     |       |       |       |       |
|        |      |        |        |        |       |       | Huang |       |       |       |       |
|        |      |        |        |        |       |       | Guan  |       |       |       |       |
|        |      |        |        |        |       |       | (7295 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 84   | Gyala  | 7,294  | 23,930 | 2,942 | Assam | 29°48 | Mount | 1986  | 1 (0) | China |
| //en.w |      | Peri   |        |        |       | Himal | ′52″N | Evere |       |       |       |
| ikiped |      |        |        |        |       | aya   | 94°58 | st    |       |       |       |
| ia.org |      |        |        |        |       |       | ′07″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 29. |       |       |       |       |
| List_o |      |        |        |        |       |       | 81444 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 94 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .9686 |       |       |       |       |
| untain |      |        |        |        |       |       | 1°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 29.81 |       |       |       |       |
| arth   |      |        |        |        |       |       | 444;  |       |       |       |       |
|        |      |        |        |        |       |       | 94.96 |       |       |       |       |
|        |      |        |        |        |       |       | 861   |       |       |       |       |
|        |      |        |        |        |       |       | (84.  |       |       |       |       |
|        |      |        |        |        |       |       | Gyala |       |       |       |       |
|        |      |        |        |        |       |       | Peri  |       |       |       |       |
|        |      |        |        |        |       |       | (7294 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 85   | Porong | 7,292  | 23,924 | 512   | Langt | 28°23 | Shish | 1982  | 5 (0) | China |
| //en.w |      | Ri     |        |        |       | ang H | ′22″N | a Pan |       |       |       |
| ikiped |      |        |        |        |       | imala | 85°43 | gma   |       |       |       |
| ia.org |      |        |        |        |       | ya    | ′12″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 38944 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 85 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .7200 |       |       |       |       |
| untain |      |        |        |        |       |       | 0°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.38 |       |       |       |       |
| arth   |      |        |        |        |       |       | 944;  |       |       |       |       |
|        |      |        |        |        |       |       | 85.72 |       |       |       |       |
|        |      |        |        |        |       |       | 000   |       |       |       |       |
|        |      |        |        |        |       |       | (85.  |       |       |       |       |
|        |      |        |        |        |       |       | Poron |       |       |       |       |
|        |      |        |        |        |       |       | g Ri  |       |       |       |       |
|        |      |        |        |        |       |       | (7292 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 86   | Bainth | 7,285  | 23,901 | 1,891 | Panma | 35°56 | Kanju | 1977  | 3     | Pakis |
| //en.w |      | a      |        |        |       | h Kar | ′51″N | t Sar |       | (13)  | tan[d |
| ikiped |      | Brakk  |        |        |       | akora | 75°45 |       |       |       | p 1]  |
| ia.org |      | / The  |        |        |       | m     | ′12″E |       |       |       |       |
| /wiki/ |      | Ogre   |        |        |       |       | / 35. |       |       |       |       |
| List_o |      |        |        |        |       |       | 94750 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 75 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .7533 |       |       |       |       |
| untain |      |        |        |        |       |       | 3°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 35.94 |       |       |       |       |
| arth   |      |        |        |        |       |       | 750;  |       |       |       |       |
|        |      |        |        |        |       |       | 75.75 |       |       |       |       |
|        |      |        |        |        |       |       | 333   |       |       |       |       |
|        |      |        |        |        |       |       | (86.  |       |       |       |       |
|        |      |        |        |        |       |       | Baint |       |       |       |       |
|        |      |        |        |        |       |       | ha    |       |       |       |       |
|        |      |        |        |        |       |       | Brakk |       |       |       |       |
|        |      |        |        |        |       |       | / The |       |       |       |       |
|        |      |        |        |        |       |       | Ogre  |       |       |       |       |
|        |      |        |        |        |       |       | (7285 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 87   | Yutmar | 7,283  | 23,894 | 680   | Hispa | 36°13 | Yuksh | 1980  | 1 (1) | Pakis |
| //en.w |      | u Sar  |        |        |       | r Kar | ′35″N | in Ga |       |       | tan[d |
| ikiped |      |        |        |        |       | akora | 75°22 | rdan  |       |       | p 1]  |
| ia.org |      |        |        |        |       | m     | ′02″E | Sar   |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 36. |       |       |       |       |
| List_o |      |        |        |        |       |       | 22639 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 75 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .3672 |       |       |       |       |
| untain |      |        |        |        |       |       | 2°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 36.22 |       |       |       |       |
| arth   |      |        |        |        |       |       | 639;  |       |       |       |       |
|        |      |        |        |        |       |       | 75.36 |       |       |       |       |
|        |      |        |        |        |       |       | 722   |       |       |       |       |
|        |      |        |        |        |       |       | (87.  |       |       |       |       |
|        |      |        |        |        |       |       | Yutma |       |       |       |       |
|        |      |        |        |        |       |       | ru    |       |       |       |       |
|        |      |        |        |        |       |       | Sar   |       |       |       |       |
|        |      |        |        |        |       |       | (7283 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 88   | Baltis | 7,282  | 23,891 | 1,962 | Mashe | 35°25 | Chogo | 1970  | 1 (3) | Pakis |
| //en.w |      | tan    |        |        |       | rbrum | ′06″N | lisa  |       |       | tan[d |
| ikiped |      | Peak / |        |        |       | Karak | 76°33 |       |       |       | p 1]  |
| ia.org |      | K6     |        |        |       | oram  | ′06″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 35. |       |       |       |       |
| List_o |      |        |        |        |       |       | 41833 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 76 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .5516 |       |       |       |       |
| untain |      |        |        |        |       |       | 7°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 35.41 |       |       |       |       |
| arth   |      |        |        |        |       |       | 833;  |       |       |       |       |
|        |      |        |        |        |       |       | 76.55 |       |       |       |       |
|        |      |        |        |        |       |       | 167   |       |       |       |       |
|        |      |        |        |        |       |       | (88.  |       |       |       |       |
|        |      |        |        |        |       |       | Balti |       |       |       |       |
|        |      |        |        |        |       |       | stan  |       |       |       |       |
|        |      |        |        |        |       |       | Peak  |       |       |       |       |
|        |      |        |        |        |       |       | / K6  |       |       |       |       |
|        |      |        |        |        |       |       | (7282 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 89   | Kangpe | 7,281  | 23,888 | 1,345 | Baiku | 28°33 | Shish | 1982  | 1 (1) | China |
| //en.w |      | nqing  |        |        |       | Himal | ′03″N | a Pan |       |       |       |
| ikiped |      | /      |        |        |       | aya   | 85°32 | gma   |       |       |       |
| ia.org |      |  Gang  |        |        |       |       | ′44″E |       |       |       |       |
| /wiki/ |      | Benchh |        |        |       |       | / 28. |       |       |       |       |
| List_o |      | en     |        |        |       |       | 55083 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 85 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .5455 |       |       |       |       |
| untain |      |        |        |        |       |       | 6°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.55 |       |       |       |       |
| arth   |      |        |        |        |       |       | 083;  |       |       |       |       |
|        |      |        |        |        |       |       | 85.54 |       |       |       |       |
|        |      |        |        |        |       |       | 556   |       |       |       |       |
|        |      |        |        |        |       |       | (89.  |       |       |       |       |
|        |      |        |        |        |       |       | Kangp |       |       |       |       |
|        |      |        |        |        |       |       | enqin |       |       |       |       |
|        |      |        |        |        |       |       | g /   |       |       |       |       |
|        |      |        |        |        |       |       | Gang  |       |       |       |       |
|        |      |        |        |        |       |       | Bench |       |       |       |       |
|        |      |        |        |        |       |       | hen   |       |       |       |       |
|        |      |        |        |        |       |       | (7281 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 90   | Muztag | 7,276  | 23,871 | 1,710 | Balto | 35°49 | Skil  | 1956  | 4 (2) | Pakis |
| //en.w |      | h      |        |        |       | ro Ka | ′40″N | Brum  |       |       | tan[d |
| ikiped |      | Tower  |        |        |       | rakor | 76°21 |       |       |       | p 1]  |
| ia.org |      |        |        |        |       | am    | ′40″E |       |       |       | • Chi |
| /wiki/ |      |        |        |        |       |       | / 35. |       |       |       | na[dp |
| List_o |      |        |        |        |       |       | 82778 |       |       |       | 2]    |
| f_high |      |        |        |        |       |       | °N 76 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .3611 |       |       |       |       |
| untain |      |        |        |        |       |       | 1°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 35.82 |       |       |       |       |
| arth   |      |        |        |        |       |       | 778;  |       |       |       |       |
|        |      |        |        |        |       |       | 76.36 |       |       |       |       |
|        |      |        |        |        |       |       | 111   |       |       |       |       |
|        |      |        |        |        |       |       | (90.  |       |       |       |       |
|        |      |        |        |        |       |       | Muzta |       |       |       |       |
|        |      |        |        |        |       |       | gh    |       |       |       |       |
|        |      |        |        |        |       |       | Tower |       |       |       |       |
|        |      |        |        |        |       |       | (7276 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 91   | Mana   | 7,272  | 23,858 | 732   | Garhw | 30°52 | Kamet | 1937  | 7 (3) | India |
| //en.w |      | Peak   |        |        |       | al Hi | ′50″N |       |       |       |       |
| ikiped |      |        |        |        |       | malay | 79°36 |       |       |       |       |
| ia.org |      |        |        |        |       | a     | ′55″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 30. |       |       |       |       |
| List_o |      |        |        |        |       |       | 88056 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 79 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .6152 |       |       |       |       |
| untain |      |        |        |        |       |       | 8°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 30.88 |       |       |       |       |
| arth   |      |        |        |        |       |       | 056;  |       |       |       |       |
|        |      |        |        |        |       |       | 79.61 |       |       |       |       |
|        |      |        |        |        |       |       | 528   |       |       |       |       |
|        |      |        |        |        |       |       | (91.  |       |       |       |       |
|        |      |        |        |        |       |       | Mana  |       |       |       |       |
|        |      |        |        |        |       |       | Peak  |       |       |       |       |
|        |      |        |        |        |       |       | (7272 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 118  | Dhaula | 7,268  | 23,845 | 488   | Dhaul | 28°42 | Dhaul | 1970  | 5 (0) | Nepal |
| //en.w |      | giri   |        |        |       | agiri | ′31″N | agiri |       |       |       |
| ikiped |      | VI     |        |        |       | Himal | 83°16 | IV    |       |       |       |
| ia.org |      |        |        |        |       | aya   | ′27″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 70861 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 83 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .2741 |       |       |       |       |
| untain |      |        |        |        |       |       | 7°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.70 |       |       |       |       |
| arth   |      |        |        |        |       |       | 861;  |       |       |       |       |
|        |      |        |        |        |       |       | 83.27 |       |       |       |       |
|        |      |        |        |        |       |       | 417 ( |       |       |       |       |
|        |      |        |        |        |       |       | Dhaul |       |       |       |       |
|        |      |        |        |        |       |       | agiri |       |       |       |       |
|        |      |        |        |        |       |       | VI    |       |       |       |       |
|        |      |        |        |        |       |       | (7268 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 92   | Diran  | 7,266  | 23,839 | 1,329 | Rakap | 36°07 | Malub | 1968  | 12    | Pakis |
| //en.w |      |        |        |        |       | oshi- | ′13″N | iting |       | (8)   | tan[d |
| ikiped |      |        |        |        |       | Haram | 74°39 |       |       |       | p 1]  |
| ia.org |      |        |        |        |       | osh K | ′42″E |       |       |       |       |
| /wiki/ |      |        |        |        |       | arako | / 36. |       |       |       |       |
| List_o |      |        |        |        |       | ram   | 12028 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 74 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .6616 |       |       |       |       |
| untain |      |        |        |        |       |       | 7°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 36.12 |       |       |       |       |
| arth   |      |        |        |        |       |       | 028;  |       |       |       |       |
|        |      |        |        |        |       |       | 74.66 |       |       |       |       |
|        |      |        |        |        |       |       | 167   |       |       |       |       |
|        |      |        |        |        |       |       | (92.  |       |       |       |       |
|        |      |        |        |        |       |       | Diran |       |       |       |       |
|        |      |        |        |        |       |       | (7266 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 93   | Labuch | 7,250  | 23,786 | 570   | Labuc | 28°18 | Labuc | uncli | 0 (0) | China |
| //en.w |      | e Kang |        |        |       | he Hi | ′05″N | he    | mbed  |       |       |
| ikiped |      | III /  |        |        |       | malay | 86°23 | Kang  |       |       |       |
| ia.org |      | East[1 |        |        |       | a     | ′02″E |       |       |       |       |
| /wiki/ |      | 3]     |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 30139 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 86 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .3838 |       |       |       |       |
| untain |      |        |        |        |       |       | 9°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.30 |       |       |       |       |
| arth   |      |        |        |        |       |       | 139;  |       |       |       |       |
|        |      |        |        |        |       |       | 86.38 |       |       |       |       |
|        |      |        |        |        |       |       | 389   |       |       |       |       |
|        |      |        |        |        |       |       | (93.  |       |       |       |       |
|        |      |        |        |        |       |       | Labuc |       |       |       |       |
|        |      |        |        |        |       |       | he    |       |       |       |       |
|        |      |        |        |        |       |       | Kang  |       |       |       |       |
|        |      |        |        |        |       |       | III / |       |       |       |       |
|        |      |        |        |        |       |       | East  |       |       |       |       |
|        |      |        |        |        |       |       | (7250 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 94   | Putha  | 7,246  | 23,773 | 1,151 | Dhaul | 28°44 | Chure | 1954  | 11    | Nepal |
| //en.w |      | Hiunch |        |        |       | agiri | ′52″N | n     |       | (5)   |       |
| ikiped |      | uli    |        |        |       | Himal | 83°08 | Himal |       |       |       |
| ia.org |      |        |        |        |       | aya   | ′46″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 74778 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 83 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .1461 |       |       |       |       |
| untain |      |        |        |        |       |       | 1°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.74 |       |       |       |       |
| arth   |      |        |        |        |       |       | 778;  |       |       |       |       |
|        |      |        |        |        |       |       | 83.14 |       |       |       |       |
|        |      |        |        |        |       |       | 611   |       |       |       |       |
|        |      |        |        |        |       |       | (94.  |       |       |       |       |
|        |      |        |        |        |       |       | Putha |       |       |       |       |
|        |      |        |        |        |       |       | Hiunc |       |       |       |       |
|        |      |        |        |        |       |       | huli  |       |       |       |       |
|        |      |        |        |        |       |       | (7246 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 95   | Apsara | 7,245  | 23,770 | 607   | Siach | 35°32 | Teram | 1976  | 2 (0) | India |
| //en.w |      | sas    |        |        |       | en Ka | ′19″N | Kangr |       |       | • Chi |
| ikiped |      | Kangri |        |        |       | rakor | 77°08 | i     |       |       | na[dp |
| ia.org |      |        |        |        |       | am    | ′55″E |       |       |       | 2][dp |
| /wiki/ |      |        |        |        |       |       | / 35. |       |       |       | 3]    |
| List_o |      |        |        |        |       |       | 53861 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 77 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .1486 |       |       |       |       |
| untain |      |        |        |        |       |       | 1°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 35.53 |       |       |       |       |
| arth   |      |        |        |        |       |       | 861;  |       |       |       |       |
|        |      |        |        |        |       |       | 77.14 |       |       |       |       |
|        |      |        |        |        |       |       | 861   |       |       |       |       |
|        |      |        |        |        |       |       | (95.  |       |       |       |       |
|        |      |        |        |        |       |       | Apsar |       |       |       |       |
|        |      |        |        |        |       |       | asas  |       |       |       |       |
|        |      |        |        |        |       |       | Kangr |       |       |       |       |
|        |      |        |        |        |       |       | i     |       |       |       |       |
|        |      |        |        |        |       |       | (7245 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 96   | Mukut  | 7,242  | 23,760 | 683   | Garhw | 30°56 | Kamet | 1951  | 2 (1) | India |
| //en.w |      | Parbat |        |        |       | al Hi | ′57″N |       |       |       | •     |
| ikiped |      |        |        |        |       | malay | 79°34 |       |       |       | China |
| ia.org |      |        |        |        |       | a     | ′12″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 30. |       |       |       |       |
| List_o |      |        |        |        |       |       | 94917 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 79 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .5700 |       |       |       |       |
| untain |      |        |        |        |       |       | 0°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 30.94 |       |       |       |       |
| arth   |      |        |        |        |       |       | 917;  |       |       |       |       |
|        |      |        |        |        |       |       | 79.57 |       |       |       |       |
|        |      |        |        |        |       |       | 000   |       |       |       |       |
|        |      |        |        |        |       |       | (96.  |       |       |       |       |
|        |      |        |        |        |       |       | Mukut |       |       |       |       |
|        |      |        |        |        |       |       | Parba |       |       |       |       |
|        |      |        |        |        |       |       | t     |       |       |       |       |
|        |      |        |        |        |       |       | (7242 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 97   | Rimo   | 7,233  | 23,730 | 613   | Rimo  | 35°22 | Rimo  | 1985  | 1 (0) | India |
| //en.w |      | III    |        |        |       | Karak | ′31″N | I     |       |       | [dp   |
| ikiped |      |        |        |        |       | oram  | 77°21 |       |       |       | 5]    |
| ia.org |      |        |        |        |       |       | ′42″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 35. |       |       |       |       |
| List_o |      |        |        |        |       |       | 37528 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 77 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .3616 |       |       |       |       |
| untain |      |        |        |        |       |       | 7°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 35.37 |       |       |       |       |
| arth   |      |        |        |        |       |       | 528;  |       |       |       |       |
|        |      |        |        |        |       |       | 77.36 |       |       |       |       |
|        |      |        |        |        |       |       | 167   |       |       |       |       |
|        |      |        |        |        |       |       | (97.  |       |       |       |       |
|        |      |        |        |        |       |       | Rimo  |       |       |       |       |
|        |      |        |        |        |       |       | III   |       |       |       |       |
|        |      |        |        |        |       |       | (7233 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 98   | Langta | 7,227  | 23,711 | 1,534 | Langt | 28°15 | Shish | 1978  | 14    | Nepal |
| //en.w |      | ng     |        |        |       | ang H | ′22″N | a Pan |       | (13)  |       |
| ikiped |      | Lirung |        |        |       | imala | 85°31 | gma   |       |       |       |
| ia.org |      |        |        |        |       | ya    | ′01″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 25611 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 85 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .5169 |       |       |       |       |
| untain |      |        |        |        |       |       | 4°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.25 |       |       |       |       |
| arth   |      |        |        |        |       |       | 611;  |       |       |       |       |
|        |      |        |        |        |       |       | 85.51 |       |       |       |       |
|        |      |        |        |        |       |       | 694   |       |       |       |       |
|        |      |        |        |        |       |       | (98.  |       |       |       |       |
|        |      |        |        |        |       |       | Langt |       |       |       |       |
|        |      |        |        |        |       |       | ang L |       |       |       |       |
|        |      |        |        |        |       |       | irung |       |       |       |       |
|        |      |        |        |        |       |       | (7227 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 99   | Karjia | 7,221  | 23,691 | 895   | Kula  | 28°15 | Kula  | uncli | 0 (2) | China |
| //en.w |      | ng     |        |        |       | Kangr | ′27″N | Kangr | mbed  |       |       |
| ikiped |      |        |        |        |       | i Him | 90°38 | i     |       |       |       |
| ia.org |      |        |        |        |       | alaya | ′49″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 25750 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 90 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .6469 |       |       |       |       |
| untain |      |        |        |        |       |       | 4°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.25 |       |       |       |       |
| arth   |      |        |        |        |       |       | 750;  |       |       |       |       |
|        |      |        |        |        |       |       | 90.64 |       |       |       |       |
|        |      |        |        |        |       |       | 694   |       |       |       |       |
|        |      |        |        |        |       |       | (99.  |       |       |       |       |
|        |      |        |        |        |       |       | Karji |       |       |       |       |
|        |      |        |        |        |       |       | ang   |       |       |       |       |
|        |      |        |        |        |       |       | (7221 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
| https: | 100  | Annapu | 7,219  | 23,684 | 769   | Annap | 28°31 | Annap | 1964  | 10    | Nepal |
| //en.w |      | rna Da |        |        |       | urna  | ′06″N | urna  |       | (16)  |       |
| ikiped |      | kshin  |        |        |       | Himal | 83°48 |       |       |       |       |
| ia.org |      |        |        |        |       | aya   | ′22″E |       |       |       |       |
| /wiki/ |      |        |        |        |       |       | / 28. |       |       |       |       |
| List_o |      |        |        |        |       |       | 51833 |       |       |       |       |
| f_high |      |        |        |        |       |       | °N 83 |       |       |       |       |
| est_mo |      |        |        |        |       |       | .8061 |       |       |       |       |
| untain |      |        |        |        |       |       | 1°E / |       |       |       |       |
| s_on_E |      |        |        |        |       |       | 28.51 |       |       |       |       |
| arth   |      |        |        |        |       |       | 833;  |       |       |       |       |
|        |      |        |        |        |       |       | 83.80 |       |       |       |       |
|        |      |        |        |        |       |       | 611   |       |       |       |       |
|        |      |        |        |        |       |       | (100. |       |       |       |       |
|        |      |        |        |        |       |       | Annap |       |       |       |       |
|        |      |        |        |        |       |       | urna  |       |       |       |       |
|        |      |        |        |        |       |       | Daksh |       |       |       |       |
|        |      |        |        |        |       |       | in    |       |       |       |       |
|        |      |        |        |        |       |       | (7219 |       |       |       |       |
|        |      |        |        |        |       |       | m))   |       |       |       |       |
+--------+------+--------+--------+--------+-------+-------+-------+-------+-------+-------+-------+
