+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| url        | Rank | Title     | Title_lin | Type | Opening_D | Closing_D | Performan | Comment   |
|            |      |           |           |      |           |           |           | ces),     |
|            |      |           |           |      |           |           |           | 1992      |
|            |      |           |           |      |           |           |           | (1143 per |
|            |      |           |           |      |           |           |           | formances |
|            |      |           |           |      |           |           |           | ), and    |
|            |      |           |           |      |           |           |           | 2009 (121 |
|            |      |           |           |      |           |           |           | performan |
|            |      |           |           |      |           |           |           | ces)      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 86   | In the    | https://e | M    | March 30, | January   | 1,184     | 4 Tony    |
| .wikipedia |      | Heights   | n.wikiped |      | 2008      | 9, 2011   |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 2008,     |
| List_of_th |      |           | ki/In_the |      |           |           |           | including |
| e_longest- |      |           | _Heights  |      |           |           |           | Best      |
| running_Br |      |           |           |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  Grammy   |
| ws         |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           | Show      |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 2009      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 87   | Amadeus   | https://e | P    | December  | October   | 1,181     | 5 Tony    |
| .wikipedia |      |           | n.wikiped |      | 17, 1980  | 16, 1983  |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1981,     |
| List_of_th |      |           | ki/Amadeu |      |           |           |           | including |
| e_longest- |      |           | s         |      |           |           |           | Best Play |
| running_Br |      |           |           |      |           |           |           |  3 Drama  |
| oadway_sho |      |           |           |      |           |           |           | Desk      |
| ws         |      |           |           |      |           |           |           | Awards in |
|            |      |           |           |      |           |           |           | 1981,     |
|            |      |           |           |      |           |           |           | including |
|            |      |           |           |      |           |           |           | Outstandi |
|            |      |           |           |      |           |           |           | ng Play   |
|            |      |           |           |      |           |           |           |  Revival  |
|            |      |           |           |      |           |           |           | in 1999   |
|            |      |           |           |      |           |           |           | (173 perf |
|            |      |           |           |      |           |           |           | ormances) |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 88   | Once      | https://e | M    | March 18, | January   | 1,168     | 8 Tony    |
| .wikipedia |      |           | n.wikiped |      | 2012      | 4, 2015   |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 2012,     |
| List_of_th |      |           | ki/Once_( |      |           |           |           | including |
| e_longest- |      |           | musical)  |      |           |           |           | Best      |
| running_Br |      |           |           |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  4 Drama  |
| ws         |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Awards in |
|            |      |           |           |      |           |           |           | 2012,     |
|            |      |           |           |      |           |           |           | including |
|            |      |           |           |      |           |           |           | Outstandi |
|            |      |           |           |      |           |           |           | ng        |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           |  Grammy   |
|            |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           | Theater   |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 2013      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 89   | Cabaret   | https://e | M    | November  | September | 1,165     | 8 Tony    |
| .wikipedia |      |           | n.wikiped |      | 20, 1966  | 6, 1969   |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1967,     |
| List_of_th |      |           | ki/Cabare |      |           |           |           | including |
| e_longest- |      |           | t_(musica |      |           |           |           | Best      |
| running_Br |      |           | l)        |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  Grammy   |
| ws         |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Score     |
|            |      |           |           |      |           |           |           | From an   |
|            |      |           |           |      |           |           |           | Original  |
|            |      |           |           |      |           |           |           | Cast Show |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 1968      |
|            |      |           |           |      |           |           |           |  Revivals |
|            |      |           |           |      |           |           |           | in 1987   |
|            |      |           |           |      |           |           |           | (261 perf |
|            |      |           |           |      |           |           |           | ormances) |
|            |      |           |           |      |           |           |           | , 1998    |
|            |      |           |           |      |           |           |           | (2377 per |
|            |      |           |           |      |           |           |           | formances |
|            |      |           |           |      |           |           |           | ), and    |
|            |      |           |           |      |           |           |           | 2014 (388 |
|            |      |           |           |      |           |           |           | performan |
|            |      |           |           |      |           |           |           | ces)      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 89   | Memphis   | https://e | M    | October   | August 5, | 1,165     | 4 Tony    |
| .wikipedia |      |           | n.wikiped |      | 19, 2009  | 2012      |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 2010,     |
| List_of_th |      |           | ki/Memphi |      |           |           |           | including |
| e_longest- |      |           | s_(musica |      |           |           |           | Best      |
| running_Br |      |           | l)        |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  4 Drama  |
| ws         |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Awards in |
|            |      |           |           |      |           |           |           | 2010,     |
|            |      |           |           |      |           |           |           | including |
|            |      |           |           |      |           |           |           | Outstandi |
|            |      |           |           |      |           |           |           | ng        |
|            |      |           |           |      |           |           |           | Musical   |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 91   | Mister    | https://e | P    | February  | January   | 1,157     | 5 Tony    |
| .wikipedia |      | Roberts   | n.wikiped |      | 18, 1948  | 6, 1951   |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1948,     |
| List_of_th |      |           | ki/Mister |      |           |           |           | including |
| e_longest- |      |           | _Roberts_ |      |           |           |           | Best Play |
| running_Br |      |           | (play)    |      |           |           |           |           |
| oadway_sho |      |           |           |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 92   | Annie Get | https://e | M    | May 16,   | February  | 1,147     | Revivals  |
| .wikipedia |      | Your Gun  | n.wikiped |      | 1946      | 12, 1949  |           | in 1966   |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | (78 perfo |
| List_of_th |      |           | ki/Annie_ |      |           |           |           | rmances)  |
| e_longest- |      |           | Get_Your_ |      |           |           |           | and 1999  |
| running_Br |      |           | Gun_(musi |      |           |           |           | (1,045 pe |
| oadway_sho |      |           | cal)      |      |           |           |           | rformance |
| ws         |      |           |           |      |           |           |           | s)        |
|            |      |           |           |      |           |           |           |  Oldest   |
|            |      |           |           |      |           |           |           | 1000+     |
|            |      |           |           |      |           |           |           | original  |
|            |      |           |           |      |           |           |           | to be     |
|            |      |           |           |      |           |           |           | joined by |
|            |      |           |           |      |           |           |           | 1000+     |
|            |      |           |           |      |           |           |           | revival   |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 93   | Guys and  | https://e | M    | April 14, | January   | 1,143     | Revival   |
| .wikipedia |      | Dolls     | n.wikiped |      | 1992      | 8, 1995   |           |  4 Tony   |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | Awards in |
| List_of_th |      |           | ki/Guys_a |      |           |           |           | 1992,     |
| e_longest- |      |           | nd_Dolls  |      |           |           |           | including |
| running_Br |      |           |           |      |           |           |           | Best      |
| oadway_sho |      |           |           |      |           |           |           | Revival   |
| ws         |      |           |           |      |           |           |           | of a      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           |  7 Drama  |
|            |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Awards in |
|            |      |           |           |      |           |           |           | 1992,     |
|            |      |           |           |      |           |           |           | including |
|            |      |           |           |      |           |           |           | Outstandi |
|            |      |           |           |      |           |           |           | ng        |
|            |      |           |           |      |           |           |           | Revival   |
|            |      |           |           |      |           |           |           | of a      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           |  Grammy   |
|            |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           | Show      |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 1993      |
|            |      |           |           |      |           |           |           |  Original |
|            |      |           |           |      |           |           |           | productio |
|            |      |           |           |      |           |           |           | n in 1950 |
|            |      |           |           |      |           |           |           | (1,200 pe |
|            |      |           |           |      |           |           |           | rformance |
|            |      |           |           |      |           |           |           | s) and    |
|            |      |           |           |      |           |           |           | revivals  |
|            |      |           |           |      |           |           |           | in 1955   |
|            |      |           |           |      |           |           |           | (16 perfo |
|            |      |           |           |      |           |           |           | rmances), |
|            |      |           |           |      |           |           |           | 1965 (15  |
|            |      |           |           |      |           |           |           | performan |
|            |      |           |           |      |           |           |           | ces),     |
|            |      |           |           |      |           |           |           | 1976 (239 |
|            |      |           |           |      |           |           |           | performan |
|            |      |           |           |      |           |           |           | ces), and |
|            |      |           |           |      |           |           |           | 2009 (121 |
|            |      |           |           |      |           |           |           | performan |
|            |      |           |           |      |           |           |           | ces)      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 94   | Hamilton  | https://e | M    | August 6, |           | 1,141     | Currently |
| .wikipedia |      |           | n.wikiped |      | 2015      |           |           | running   |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | at the    |
| List_of_th |      |           | ki/Hamilt |      |           |           |           | Richard   |
| e_longest- |      |           | on_(music |      |           |           |           | Rodgers   |
| running_Br |      |           | al)       |      |           |           |           | Theatre   |
| oadway_sho |      |           |           |      |           |           |           |  11 Tony  |
| ws         |      |           |           |      |           |           |           | Awards in |
|            |      |           |           |      |           |           |           | 2016,     |
|            |      |           |           |      |           |           |           | including |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           |  Pulitzer |
|            |      |           |           |      |           |           |           | Prize for |
|            |      |           |           |      |           |           |           | Drama in  |
|            |      |           |           |      |           |           |           | 2016      |
|            |      |           |           |      |           |           |           |  Grammy   |
|            |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           | Theater   |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 2016      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 94   | The Seven | https://e | P    | November  | August    | 1,141     | A Tony    |
| .wikipedia |      | Year Itch | n.wikiped |      | 20, 1952  | 13, 1955  |           | Award in  |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1953      |
| List_of_th |      |           | ki/The_Se |      |           |           |           |           |
| e_longest- |      |           | ven_Year_ |      |           |           |           |           |
| running_Br |      |           | Itch_(pla |      |           |           |           |           |
| oadway_sho |      |           | y)        |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 96   | The 25th  | https://e | M    | May 2,    | January   | 1,136     | 2 Tony    |
| .wikipedia |      | Annual    | n.wikiped |      | 2005      | 20, 2008  |           | Awards in |
| .org/wiki/ |      | Putnam    | ia.org/wi |      |           |           |           | 2005      |
| List_of_th |      | County    | ki/The_25 |      |           |           |           |  3 Drama  |
| e_longest- |      | Spelling  | th_Annual |      |           |           |           | Desk      |
| running_Br |      | Bee       | _Putnam_C |      |           |           |           | Awards in |
| oadway_sho |      |           | ounty_Spe |      |           |           |           | 2005      |
| ws         |      |           | lling_Bee |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 97   | Bring in  | https://e | D    | April 25, | January   | 1,135     | 4 Tony    |
| .wikipedia |      | 'da       | n.wikiped |      | 1996      | 10, 1999  |           | Awards in |
| .org/wiki/ |      | Noise,    | ia.org/wi |      |           |           |           | 1996      |
| List_of_th |      | Bring in  | ki/Bring_ |      |           |           |           |  2 Drama  |
| e_longest- |      | 'da Funk  | in_%27da_ |      |           |           |           | Desk      |
| running_Br |      |           | Noise,_Br |      |           |           |           | Awards in |
| oadway_sho |      |           | ing_in_%2 |      |           |           |           | 1996      |
| ws         |      |           | 7da_Funk  |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 98   | Butterfli | https://e | P    | October   | July 2,   | 1,128     | A Tony    |
| .wikipedia |      | es Are    | n.wikiped |      | 21, 1969  | 1972      |           | Award in  |
| .org/wiki/ |      | Free      | ia.org/wi |      |           |           |           | 1970      |
| List_of_th |      |           | ki/Butter |      |           |           |           |           |
| e_longest- |      |           | flies_Are |      |           |           |           |           |
| running_Br |      |           | _Free_(pl |      |           |           |           |           |
| oadway_sho |      |           | ay)       |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 99   | Pins and  | https://e | R    | November  | June 22,  | 1,108     |           |
| .wikipedia |      | Needles   | n.wikiped |      | 27, 1937  | 1940      |           |           |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           |           |
| List_of_th |      |           | ki/Pins_a |      |           |           |           |           |
| e_longest- |      |           | nd_Needle |      |           |           |           |           |
| running_Br |      |           | s         |      |           |           |           |           |
| oadway_sho |      |           |           |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 100  | Plaza     | https://e | P    | February  | October   | 1,097     | A Tony    |
| .wikipedia |      | Suite     | n.wikiped |      | 14, 1968  | 3, 1970   |           | Award in  |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1968      |
| List_of_th |      |           | ki/Plaza_ |      |           |           |           |           |
| e_longest- |      |           | Suite     |      |           |           |           |           |
| running_Br |      |           |           |      |           |           |           |           |
| oadway_sho |      |           |           |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 101  | Fosse     | https://e | D    | January   | August    | 1,093     | 3 Tony    |
| .wikipedia |      |           | n.wikiped |      | 14, 1999  | 25, 2001  |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1999,     |
| List_of_th |      |           | ki/Fosse  |      |           |           |           | including |
| e_longest- |      |           |           |      |           |           |           | Best      |
| running_Br |      |           |           |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  A Drama  |
| ws         |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Award in  |
|            |      |           |           |      |           |           |           | 1999      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 102  | They're   | https://e | M    | February  | September | 1,082     |           |
| .wikipedia |      | Playing   | n.wikiped |      | 11, 1979  | 6, 1981   |           |           |
| .org/wiki/ |      | Our Song  | ia.org/wi |      |           |           |           |           |
| List_of_th |      |           | ki/They%2 |      |           |           |           |           |
| e_longest- |      |           | 7re_Playi |      |           |           |           |           |
| running_Br |      |           | ng_Our_So |      |           |           |           |           |
| oadway_sho |      |           | ng        |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 103  | Kiss Me,  | https://e | M    | December  | July 28,  | 1,077     | 5 Tony    |
| .wikipedia |      | Kate      | n.wikiped |      | 30, 1948  | 1951      |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1949,     |
| List_of_th |      |           | ki/Kiss_M |      |           |           |           | including |
| e_longest- |      |           | e,_Kate   |      |           |           |           | Best      |
| running_Br |      |           |           |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  Revivals |
| ws         |      |           |           |      |           |           |           | in 1952   |
|            |      |           |           |      |           |           |           | (8 perfor |
|            |      |           |           |      |           |           |           | mances)   |
|            |      |           |           |      |           |           |           | and 1999  |
|            |      |           |           |      |           |           |           | (881 perf |
|            |      |           |           |      |           |           |           | ormances) |
|            |      |           |           |      |           |           |           |  First    |
|            |      |           |           |      |           |           |           | show to   |
|            |      |           |           |      |           |           |           | win the   |
|            |      |           |           |      |           |           |           | Tony      |
|            |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical,  |
|            |      |           |           |      |           |           |           | among     |
|            |      |           |           |      |           |           |           | other     |
|            |      |           |           |      |           |           |           | Tony      |
|            |      |           |           |      |           |           |           | awards    |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 104  | Spider-   | https://e | M    | June 14,  | January   | 1,066     | Most      |
| .wikipedia |      | Man: Turn | n.wikiped |      | 2011      | 4, 2014   |           | expensive |
| .org/wiki/ |      | Off the   | ia.org/wi |      |           |           |           | productio |
| List_of_th |      | Dark      | ki/Spider |      |           |           |           | n in      |
| e_longest- |      |           | -Man:_Tur |      |           |           |           | Broadway  |
| running_Br |      |           | n_Off_the |      |           |           |           | history   |
| oadway_sho |      |           | _Dark     |      |           |           |           |           |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 105  | Don't     | https://e | R    | April 19, | October   | 1,065     | 2 Drama   |
| .wikipedia |      | Bother    | n.wikiped |      | 1972      | 27, 1974  |           | Desk      |
| .org/wiki/ |      | Me, I     | ia.org/wi |      |           |           |           | Awards in |
| List_of_th |      | Can't     | ki/Don%27 |      |           |           |           | 1972      |
| e_longest- |      | Cope      | t_Bother_ |      |           |           |           |  Grammy   |
| running_Br |      |           | Me,_I_Can |      |           |           |           | Award for |
| oadway_sho |      |           | %27t_Cope |      |           |           |           | Best      |
| ws         |      |           |           |      |           |           |           | Score     |
|            |      |           |           |      |           |           |           | From an   |
|            |      |           |           |      |           |           |           | Original  |
|            |      |           |           |      |           |           |           | Cast Show |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 1973      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 106  | The       | https://e | M    | May 13,   | November  | 1,063     | 3 Tony    |
| .wikipedia |      | Pajama    | n.wikiped |      | 1954      | 24, 1956  |           | Awards in |
| .org/wiki/ |      | Game      | ia.org/wi |      |           |           |           | 1955,     |
| List_of_th |      |           | ki/The_Pa |      |           |           |           | including |
| e_longest- |      |           | jama_Game |      |           |           |           | Best      |
| running_Br |      |           |           |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  Revivals |
| ws         |      |           |           |      |           |           |           | in 1973   |
|            |      |           |           |      |           |           |           | (65 perfo |
|            |      |           |           |      |           |           |           | rmances)  |
|            |      |           |           |      |           |           |           | and 2006  |
|            |      |           |           |      |           |           |           | (129 perf |
|            |      |           |           |      |           |           |           | ormances) |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 107  | Shenandoa | https://e | M    | January   | August 7, | 1,050     | 2 Tony    |
| .wikipedia |      | h         | n.wikiped |      | 7, 1975   | 1977      |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1975      |
| List_of_th |      |           | ki/Shenan |      |           |           |           |  2 Drama  |
| e_longest- |      |           | doah_(mus |      |           |           |           | Desk      |
| running_Br |      |           | ical)     |      |           |           |           | Awards in |
| oadway_sho |      |           |           |      |           |           |           | 1975      |
| ws         |      |           |           |      |           |           |           |  Revival  |
|            |      |           |           |      |           |           |           | in 1989   |
|            |      |           |           |      |           |           |           | (32 perfo |
|            |      |           |           |      |           |           |           | rmances)  |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 108  | Annie Get | https://e | M    | March 4,  | September | 1,045     | Revival   |
| .wikipedia |      | Your Gun  | n.wikiped |      | 1999      | 1, 2001   |           |  2 Tony   |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | Awards in |
| List_of_th |      |           | ki/Annie_ |      |           |           |           | 1999,     |
| e_longest- |      |           | Get_Your_ |      |           |           |           | including |
| running_Br |      |           | Gun_(musi |      |           |           |           | Best      |
| oadway_sho |      |           | cal)      |      |           |           |           | Revival   |
| ws         |      |           |           |      |           |           |           | of a      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           |  A Drama  |
|            |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Award in  |
|            |      |           |           |      |           |           |           | 1999      |
|            |      |           |           |      |           |           |           |  A        |
|            |      |           |           |      |           |           |           | Special   |
|            |      |           |           |      |           |           |           | Drama     |
|            |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Award in  |
|            |      |           |           |      |           |           |           | 2001 for  |
|            |      |           |           |      |           |           |           | Reba      |
|            |      |           |           |      |           |           |           | McEntire  |
|            |      |           |           |      |           |           |           |  Grammy   |
|            |      |           |           |      |           |           |           | Award for |
|            |      |           |           |      |           |           |           | Best      |
|            |      |           |           |      |           |           |           | Musical   |
|            |      |           |           |      |           |           |           | Show      |
|            |      |           |           |      |           |           |           | Album in  |
|            |      |           |           |      |           |           |           | 2000      |
|            |      |           |           |      |           |           |           |  Original |
|            |      |           |           |      |           |           |           | productio |
|            |      |           |           |      |           |           |           | n in 1946 |
|            |      |           |           |      |           |           |           | (1,147 pe |
|            |      |           |           |      |           |           |           | rformance |
|            |      |           |           |      |           |           |           | s) and    |
|            |      |           |           |      |           |           |           | revival   |
|            |      |           |           |      |           |           |           | in 1966   |
|            |      |           |           |      |           |           |           | (78 perfo |
|            |      |           |           |      |           |           |           | rmances)  |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 109  | The       | https://e | P    | October   | March 24, | 1,027     | 3 Tony    |
| .wikipedia |      | Teahouse  | n.wikiped |      | 15, 1953  | 1956      |           | Awards in |
| .org/wiki/ |      | of the    | ia.org/wi |      |           |           |           | 1954,     |
| List_of_th |      | August    | ki/The_Te |      |           |           |           | including |
| e_longest- |      | Moon      | ahouse_of |      |           |           |           | Best Play |
| running_Br |      |           | _the_Augu |      |           |           |           |  Pulitzer |
| oadway_sho |      |           | st_Moon_( |      |           |           |           | Prize for |
| ws         |      |           | play)     |      |           |           |           | Drama in  |
|            |      |           |           |      |           |           |           | 1954      |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 110  | Les Misér | https://e | M    | March 23, | September | 1,024     | Revival   |
| .wikipedia |      | ables     | n.wikiped |      | 2014      | 4, 2016   |           |  Original |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | productio |
| List_of_th |      |           | ki/Les_Mi |      |           |           |           | n in 1987 |
| e_longest- |      |           | s%C3%A9ra |      |           |           |           | (6,680 pe |
| running_Br |      |           | bles_(mus |      |           |           |           | rformance |
| oadway_sho |      |           | ical)     |      |           |           |           | s) and    |
| ws         |      |           |           |      |           |           |           | revival   |
|            |      |           |           |      |           |           |           | in 2006   |
|            |      |           |           |      |           |           |           | (463 perf |
|            |      |           |           |      |           |           |           | ormances) |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 111  | Damn      | https://e | M    | May 5,    | October   | 1,019     | 7 Tony    |
| .wikipedia |      | Yankees   | n.wikiped |      | 1955      | 12, 1957  |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1956,     |
| List_of_th |      |           | ki/Damn_Y |      |           |           |           | including |
| e_longest- |      |           | ankees    |      |           |           |           | Best      |
| running_Br |      |           |           |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  Revival  |
| ws         |      |           |           |      |           |           |           | in 1994   |
|            |      |           |           |      |           |           |           | (533 perf |
|            |      |           |           |      |           |           |           | ormances) |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 112  | Grand     | https://e | M    | November  | April 25, | 1,017     | 5 Tony    |
| .wikipedia |      | Hotel     | n.wikiped |      | 12, 1989  | 1992      |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 1990      |
| List_of_th |      |           | ki/Grand_ |      |           |           |           |  5 Drama  |
| e_longest- |      |           | Hotel_(mu |      |           |           |           | Desk      |
| running_Br |      |           | sical)    |      |           |           |           | Awards in |
| oadway_sho |      |           |           |      |           |           |           | 1990      |
| ws         |      |           |           |      |           |           |           |           |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 113  | Contact   | https://e | D    | March 30, | September | 1,010     | 4 Tony    |
| .wikipedia |      |           | n.wikiped |      | 2000      | 1, 2002   |           | Awards in |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           | 2000,     |
| List_of_th |      |           | ki/Contac |      |           |           |           | including |
| e_longest- |      |           | t_(musica |      |           |           |           | Best      |
| running_Br |      |           | l)        |      |           |           |           | Musical   |
| oadway_sho |      |           |           |      |           |           |           |  4 Drama  |
| ws         |      |           |           |      |           |           |           | Desk      |
|            |      |           |           |      |           |           |           | Awards in |
|            |      |           |           |      |           |           |           | 2000,     |
|            |      |           |           |      |           |           |           | including |
|            |      |           |           |      |           |           |           | Outstandi |
|            |      |           |           |      |           |           |           | ng        |
|            |      |           |           |      |           |           |           | Musical   |
+------------+------+-----------+-----------+------+-----------+-----------+-----------+-----------+
| https://en | 114  | Never Too | https://e | P    | November  | April 24, | 1,007     |           |
| .wikipedia |      | Late      | n.wikiped |      | 27, 1962  | 1965      |           |           |
| .org/wiki/ |      |           | ia.org/wi |      |           |           |           |           |
