+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| url   | Count | Count | Popul | Yearl | Net_C | Densi | Land_ | Migr | Fert | Med_ | Urba | Worl |
| ry/   |       | latio |       |       |       |       |       |      |      |      |      |      |
|       |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Bermu | http: | 61,07 | -0.45 | -279  | 1,221 | 50    |      | N.A. | N.A. | N.A. | 0.00 |
| //www | da    | //www | 0     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /berm |       |       |       |       |       |      |      |      |      |      |
| latio |       | uda-p |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | opula |       |       |       |       |       |      |      |      |      |      |
| count |       | tion/ |       |       |       |       |       |      |      |      |      |      |
| ry/   |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Green | http: | 56,56 | 0.15  | 85    | 0     | 410,4 |      | N.A. | N.A. | 88 % | 0.00 |
| //www | land  | //www | 5     | %     |       |       | 50    |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /gree |       |       |       |       |       |      |      |      |      |      |
| latio |       | nland |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | -popu |       |       |       |       |       |      |      |      |      |      |
| count |       | latio |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Saint | http: | 55,85 | 0.91  | 505   | 215   | 260   |      | N.A. | N.A. | 33 % | 0.00 |
| //www | Kitts | //www | 0     | %     |       |       |       |      |      |      |      | %    |
| .worl | &     | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | Nevis | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /sain |       |       |       |       |       |      |      |      |      |      |
| latio |       | t-kit |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | ts-   |       |       |       |       |       |      |      |      |      |      |
| count |       | and-n |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | evis- |       |       |       |       |       |      |      |      |      |      |
|       |       | popul |       |       |       |       |       |      |      |      |      |      |
|       |       | ation |       |       |       |       |       |      |      |      |      |      |
|       |       | /     |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Ameri | http: | 55,67 | 0.07  | 38    | 278   | 200   |      | N.A. | N.A. | 88 % | 0.00 |
| //www | can   | //www | 9     | %     |       |       |       |      |      |      |      | %    |
| .worl | Samoa | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /amer |       |       |       |       |       |      |      |      |      |      |
| latio |       | ican- |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | samoa |       |       |       |       |       |      |      |      |      |      |
| count |       | -popu |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | latio |       |       |       |       |       |      |      |      |      |      |
|       |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | North | http: | 55,19 | 0.09  | 50    | 120   | 460   |      | N.A. | N.A. | 90 % | 0.00 |
| //www | ern M | //www | 4     | %     |       |       |       |      |      |      |      | %    |
| .worl | arian | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | a Isl | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i | ands  | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /nort |       |       |       |       |       |      |      |      |      |      |
| latio |       | hern- |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | maria |       |       |       |       |       |      |      |      |      |      |
| count |       | na-is |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | lands |       |       |       |       |       |      |      |      |      |      |
|       |       | -popu |       |       |       |       |       |      |      |      |      |      |
|       |       | latio |       |       |       |       |       |      |      |      |      |      |
|       |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Marsh | http: | 53,16 | 0.08  | 40    | 295   | 180   |      | N.A. | N.A. | 74 % | 0.00 |
| //www | all I | //www | 7     | %     |       |       |       |      |      |      |      | %    |
| .worl | sland | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | s     | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /mars |       |       |       |       |       |      |      |      |      |      |
| latio |       | hall- |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | islan |       |       |       |       |       |      |      |      |      |      |
| count |       | ds-po |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | pulat |       |       |       |       |       |      |      |      |      |      |
|       |       | ion/  |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Faero | http: | 49,48 | 0.40  | 199   | 35    | 1,396 |      | N.A. | N.A. | 43 % | 0.00 |
| //www | e Isl | //www | 9     | %     |       |       |       |      |      |      |      | %    |
| .worl | ands  | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /faer |       |       |       |       |       |      |      |      |      |      |
| latio |       | oe-is |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | lands |       |       |       |       |       |      |      |      |      |      |
| count |       | -popu |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | latio |       |       |       |       |       |      |      |      |      |      |
|       |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Sint  | http: | 40,55 | 1.08  | 432   | 1,193 | 34    |      | N.A. | N.A. | N.A. | 0.00 |
| //www | Maart | //www | 2     | %     |       |       |       |      |      |      |      | %    |
| .worl | en    | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /sint |       |       |       |       |       |      |      |      |      |      |
| latio |       | -maar |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | ten-p |       |       |       |       |       |      |      |      |      |      |
| count |       | opula |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | tion/ |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Monac | http: | 38,89 | 0.52  | 202   | 26,10 | 1     |      | N.A. | N.A. | N.A. | 0.00 |
| //www | o     | //www | 7     | %     |       | 5     |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /mona |       |       |       |       |       |      |      |      |      |      |
| latio |       | co-po |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | pulat |       |       |       |       |       |      |      |      |      |      |
| count |       | ion/  |       |       |       |       |       |      |      |      |      |      |
| ry/   |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Liech | http: | 38,15 | 0.61  | 233   | 238   | 160   |      | N.A. | N.A. | 14 % | 0.00 |
| //www | tenst | //www | 5     | %     |       |       |       |      |      |      |      | %    |
| .worl | ein   | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /liec |       |       |       |       |       |      |      |      |      |      |
| latio |       | htens |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | tein- |       |       |       |       |       |      |      |      |      |      |
| count |       | popul |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | ation |       |       |       |       |       |      |      |      |      |      |
|       |       | /     |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Turks | http: | 35,96 | 1.46  | 517   | 38    | 950   |      | N.A. | N.A. | 91 % | 0.00 |
| //www | and C | //www | 3     | %     |       |       |       |      |      |      |      | %    |
| .worl | aicos | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /turk |       |       |       |       |       |      |      |      |      |      |
| latio |       | s-    |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | and-c |       |       |       |       |       |      |      |      |      |      |
| count |       | aicos |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | -isla |       |       |       |       |       |      |      |      |      |      |
|       |       | nds-p |       |       |       |       |       |      |      |      |      |      |
|       |       | opula |       |       |       |       |       |      |      |      |      |      |
|       |       | tion/ |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Gibra | http: | 34,73 | 0.47  | 162   | 3,473 | 10    |      | N.A. | N.A. | 85 % | 0.00 |
| //www | ltar  | //www | 3     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /gibr |       |       |       |       |       |      |      |      |      |      |
| latio |       | altar |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | -popu |       |       |       |       |       |      |      |      |      |      |
| count |       | latio |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | n/    |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | San M | http: | 33,55 | 0.47  | 157   | 559   | 60    |      | N.A. | N.A. | 90 % | 0.00 |
| //www | arino | //www | 7     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /san- |       |       |       |       |       |      |      |      |      |      |
| latio |       | marin |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | o-pop |       |       |       |       |       |      |      |      |      |      |
| count |       | ulati |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | on/   |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Briti | http: | 31,71 | 1.68  | 523   | 211   | 150   |      | N.A. | N.A. | 43 % | 0.00 |
| //www | sh Vi | //www | 9     | %     |       |       |       |      |      |      |      | %    |
| .worl | rgin  | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | Islan | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i | ds    | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /brit |       |       |       |       |       |      |      |      |      |      |
| latio |       | ish-v |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | irgin |       |       |       |       |       |      |      |      |      |      |
| count |       | -isla |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | nds-p |       |       |       |       |       |      |      |      |      |      |
|       |       | opula |       |       |       |       |       |      |      |      |      |      |
|       |       | tion/ |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Carib | http: | 25,70 | 1.20  | 304   | 78    | 328   |      | N.A. | N.A. | 60 % | 0.00 |
| //www | bean  | //www | 2     | %     |       |       |       |      |      |      |      | %    |
| .worl | Nethe | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | rland | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i | s     | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /cari |       |       |       |       |       |      |      |      |      |      |
| latio |       | bbean |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | -neth |       |       |       |       |       |      |      |      |      |      |
| count |       | erlan |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | ds-po |       |       |       |       |       |      |      |      |      |      |
|       |       | pulat |       |       |       |       |       |      |      |      |      |      |
|       |       | ion/  |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Palau | http: | 21,96 | 1.08  | 235   | 48    | 460   |      | N.A. | N.A. | 87 % | 0.00 |
| //www |       | //www | 4     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /pala |       |       |       |       |       |      |      |      |      |      |
| latio |       | u-pop |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | ulati |       |       |       |       |       |      |      |      |      |      |
| count |       | on/   |       |       |       |       |       |      |      |      |      |      |
| ry/   |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Cook  | http: | 17,41 | 0.18  | 31    | 73    | 240   |      | N.A. | N.A. | 91 % | 0.00 |
| //www | Islan | //www | 1     | %     |       |       |       |      |      |      |      | %    |
| .worl | ds    | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /cook |       |       |       |       |       |      |      |      |      |      |
| latio |       | -isla |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | nds-p |       |       |       |       |       |      |      |      |      |      |
| count |       | opula |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | tion/ |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Angui | http: | 15,04 | 0.91  | 136   | 167   | 90    |      | N.A. | N.A. | 99 % | 0.00 |
| //www | lla   | //www | 5     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /angu |       |       |       |       |       |      |      |      |      |      |
| latio |       | illa- |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | popul |       |       |       |       |       |      |      |      |      |      |
| count |       | ation |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | /     |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Walli | http: | 11,68 | -0.76 | -90   | 83    | 140   |      | N.A. | N.A. | 0 %  | 0.00 |
| //www | s & F | //www | 3     | %     |       |       |       |      |      |      |      | %    |
| .worl | utuna | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /wall |       |       |       |       |       |      |      |      |      |      |
| latio |       | is-   |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | and-f |       |       |       |       |       |      |      |      |      |      |
| count |       | utuna |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | -isla |       |       |       |       |       |      |      |      |      |      |
|       |       | nds-p |       |       |       |       |       |      |      |      |      |      |
|       |       | opula |       |       |       |       |       |      |      |      |      |      |
|       |       | tion/ |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Nauru | http: | 11,31 | -0.41 | -47   | 566   | 20    |      | N.A. | N.A. | 90 % | 0.00 |
| //www |       | //www | 2     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /naur |       |       |       |       |       |      |      |      |      |      |
| latio |       | u-pop |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | ulati |       |       |       |       |       |      |      |      |      |      |
| count |       | on/   |       |       |       |       |       |      |      |      |      |      |
| ry/   |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Tuval | http: | 11,28 | 0.85  | 95    | 376   | 30    |      | N.A. | N.A. | 54 % | 0.00 |
| //www | u     | //www | 7     | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /tuva |       |       |       |       |       |      |      |      |      |      |
| latio |       | lu-po |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | pulat |       |       |       |       |       |      |      |      |      |      |
| count |       | ion/  |       |       |       |       |       |      |      |      |      |      |
| ry/   |       |       |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Saint | http: | 6,342 | 0.35  | 22    | 28    | 230   |      | N.A. | N.A. | 86 % | 0.00 |
| //www | Pierr | //www |       | %     |       |       |       |      |      |      |      | %    |
| .worl | e & M | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | iquel | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i | on    | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /sain |       |       |       |       |       |      |      |      |      |      |
| latio |       | t-pie |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | rre-  |       |       |       |       |       |      |      |      |      |      |
| count |       | and-m |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | iquel |       |       |       |       |       |      |      |      |      |      |
|       |       | on-po |       |       |       |       |       |      |      |      |      |      |
|       |       | pulat |       |       |       |       |       |      |      |      |      |      |
|       |       | ion/  |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Monts | http: | 5,203 | 0.50  | 26    | 52    | 100   |      | N.A. | N.A. | 9 %  | 0.00 |
| //www | errat | //www |       | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /mont |       |       |       |       |       |      |      |      |      |      |
| latio |       | serra |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | t-pop |       |       |       |       |       |      |      |      |      |      |
| count |       | ulati |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | on/   |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Saint | http: | 4,074 | 0.62  | 25    | 10    | 390   |      | N.A. | N.A. | 40 % | 0.00 |
| //www | Helen | //www |       | %     |       |       |       |      |      |      |      | %    |
| .worl | a     | .worl |       |       |       |       |       |      |      |      |      |      |
| domet |       | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /sain |       |       |       |       |       |      |      |      |      |      |
| latio |       | t-hel |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | ena-p |       |       |       |       |       |      |      |      |      |      |
| count |       | opula |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | tion/ |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Falkl | http: | 2,922 | 0.41  | 12    | 0     | 12,17 |      | N.A. | N.A. | 81 % | 0.00 |
| //www | and I | //www |       | %     |       |       | 0     |      |      |      |      | %    |
| .worl | sland | .worl |       |       |       |       |       |      |      |      |      |      |
| domet | s     | domet |       |       |       |       |       |      |      |      |      |      |
| ers.i |       | ers.i |       |       |       |       |       |      |      |      |      |      |
| nfo/w |       | nfo/w |       |       |       |       |       |      |      |      |      |      |
| orld- |       | orld- |       |       |       |       |       |      |      |      |      |      |
| popul |       | popul |       |       |       |       |       |      |      |      |      |      |
| ation |       | ation |       |       |       |       |       |      |      |      |      |      |
| /popu |       | /falk |       |       |       |       |       |      |      |      |      |      |
| latio |       | land- |       |       |       |       |       |      |      |      |      |      |
| n-by- |       | islan |       |       |       |       |       |      |      |      |      |      |
| count |       | ds-ma |       |       |       |       |       |      |      |      |      |      |
| ry/   |       | lvina |       |       |       |       |       |      |      |      |      |      |
|       |       | s-pop |       |       |       |       |       |      |      |      |      |      |
|       |       | ulati |       |       |       |       |       |      |      |      |      |      |
|       |       | on/   |       |       |       |       |       |      |      |      |      |      |
+-------+-------+-------+-------+-------+-------+-------+-------+------+------+------+------+------+
| http: | Niue  | http: | 1,624 | 0.37  | 6     | 6     | 260   |      | N.A. | N.A. | 33 % | 0.00 |
| //www |       | //www |       | %     |       |       |       |      |      |      |      | %    |
| .worl |       | .worl |       |       |       |       |       |      |      |      |      |      |
